Model,Displ,Cyl,Trans,Drive,Fuel,Sales Area,Stnd,Underhood ID,Veh Class,Air Pollution Score,FE Calc Appr,City MPG,Hwy MPG,Cmb MPG,Unadj Cmb MPG,Greenhouse Gas Score,SmartWay
CHEVROLET Silverado 2500,6,,,4WD,LPG,CF,N/A*,7BYTK06.0638,pickup,N/A*,N/A,N/A,N/A,N/A,N/A*,N/A*,N/A*
CHEVROLET Silverado 2500,4.8,,,2WD,Gasoline,FA,HDV,7GMXK06.0388,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Silverado 2500,4.8,,,4WD,Gasoline,FA,HDV,7GMXK06.0388,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Silverado 2500,6,,,2WD,CNG,FA,HDV,7BYTK06.0618,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Silverado 2500,6,,,2WD,LPG,FA,HDV,7BYTK06.0638,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Silverado 2500,6,,,2WD,Gasoline,FA,HDV,7GMXK06.0388,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Silverado 2500,6,,,4WD,CNG,FA,HDV,7BYTK06.0618,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Silverado 2500,6,,,4WD,LPG,FA,HDV,7BYTK06.0638,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Silverado 2500,6,,,4WD,Gasoline,FA,HDV,7GMXK06.0388,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Silverado 35,6,,,2WD,Gasoline,CA,L2,7GMXK06.0389,pickup,2,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Silverado 35,6,,,4WD,Gasoline,CA,L2,7GMXK06.0389,pickup,2,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Silverado 35,4.8,,,2WD,Gasoline,FA,HDV,7GMXK06.0396,pickup,1,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Silverado 35,4.8,,,4WD,Gasoline,FA,HDV,7GMXK06.0396,pickup,1,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Silverado 35,6,,,2WD,Gasoline,FA,HDV,7GMXK06.0396,pickup,1,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Silverado 35,6,,,4WD,Gasoline,FA,HDV,7GMXK06.0396,pickup,1,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Silverado 35,6,,,2WD,Gasoline,FA,HDV,7GMXK06.0397,pickup,1,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Silverado 35,6,,,4WD,Gasoline,FA,HDV,7GMXK06.0397,pickup,1,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Silverado 35,6,,,2WD,Gasoline,FA,HDV,7GMXK06.0389,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Silverado 35,6,,,4WD,Gasoline,FA,HDV,7GMXK06.0389,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Silverado 3500,4.8,,,2WD,Gasoline,CA,L2,7GMXK06.0388,pickup,2,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Silverado 3500,4.8,,,4WD,Gasoline,CA,L2,7GMXK06.0388,pickup,2,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Silverado 3500,6,,,2WD,Gasoline,CA,L2,7GMXK06.0388,pickup,2,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Silverado 3500,6,,,4WD,Gasoline,CA,L2,7GMXK06.0388,pickup,2,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Silverado 3500,8.1,,,2WD,Gasoline,FA,HDV,7GMXK08.1201,pickup,2,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Silverado 3500,8.1,,,4WD,Gasoline,FA,HDV,7GMXK08.1201,pickup,2,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Silverado 3500,8.1,,,2WD,Gasoline,CA,L2,7GMXK08.1201,pickup,2,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Silverado 3500,8.1,,,4WD,Gasoline,CA,L2,7GMXK08.1201,pickup,2,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Silverado 3500,4.8,,,2WD,Gasoline,FA,HDV,7GMXK06.0396,pickup,1,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Silverado 3500,4.8,,,4WD,Gasoline,FA,HDV,7GMXK06.0396,pickup,1,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Silverado 3500,6,,,2WD,Gasoline,FA,HDV,7GMXK06.0396,pickup,1,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Silverado 3500,6,,,4WD,Gasoline,FA,HDV,7GMXK06.0396,pickup,1,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Silverado 3500,6,,,2WD,Gasoline,FA,HDV,7GMXK06.0397,pickup,1,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Silverado 3500,6,,,4WD,Gasoline,FA,HDV,7GMXK06.0397,pickup,1,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Silverado 3500,8.1,,,2WD,Gasoline,FA,HDV,7GMXK08.1203,pickup,1,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Silverado 3500,8.1,,,4WD,Gasoline,FA,HDV,7GMXK08.1203,pickup,1,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Silverado 3500,8.1,,,2WD,Gasoline,CA,L2,7GMXK08.1203,pickup,1,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Silverado 3500,8.1,,,4WD,Gasoline,CA,L2,7GMXK08.1203,pickup,1,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Silverado 3500,4.8,,,2WD,Gasoline,FA,HDV,7GMXK06.0388,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Silverado 3500,4.8,,,4WD,Gasoline,FA,HDV,7GMXK06.0388,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Silverado 3500,6,,,2WD,Gasoline,FA,HDV,7GMXK06.0388,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Silverado 3500,6,,,4WD,Gasoline,FA,HDV,7GMXK06.0388,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Suburban 1500,5.3,(8 cyl),Auto-L4,2WD,ethanol/gas,FC,B4,7GMXT05.3381,SUV,7/7,N/A,10/14,15/20,12/16,15.4573,6/4,no
CHEVROLET Suburban 1500,5.3,(8 cyl),Auto-L4,4WD,ethanol/gas,FC,B4,7GMXT05.3381,SUV,7/7,N/A,10/14,14/19,12/16,15.1172,6/4,no
CHEVROLET Suburban 1500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,FC,B4,7GMXT05.3380,SUV,7,N/A,14,19,16,20.1149,4,no
CHEVROLET Suburban 1500,6,(8 cyl),Auto-L4,2WD,Gasoline,FC,B4,7GMXT06.0383,SUV,7,N/A,13,18,15,18.8786,3,no
CHEVROLET Suburban 1500,6,(8 cyl),Auto-L4,4WD,Gasoline,FC,B4,7GMXT06.0383,SUV,7,N/A,13,17,14,18.5615,2,no
CHEVROLET Suburban 1500,5.3,(8 cyl),Auto-L4,2WD,ethanol/gas,FA,B8,7GMXT05.3375,SUV,3/3,N/A,10/14,15/20,12/16,15.4573,6/4,no
CHEVROLET Suburban 1500,5.3,(8 cyl),Auto-L4,4WD,ethanol/gas,FA,B8,7GMXT05.3375,SUV,3/3,N/A,10/14,14/19,12/16,15.1172,6/4,no
CHEVROLET Suburban 1500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,FA,B8,7GMXT05.3379,SUV,3,N/A,14,19,16,20.1149,4,no
CHEVROLET Suburban 1500,6,(8 cyl),Auto-L4,2WD,Gasoline,FA,B8,7GMXT06.2390,SUV,3,N/A,13,18,15,18.8786,3,no
CHEVROLET Suburban 1500,6,(8 cyl),Auto-L4,4WD,Gasoline,FA,B8,7GMXT06.2390,SUV,3,N/A,13,17,14,18.5615,2,no
CHEVROLET Suburban 2500,4.8,,,2WD,Gasoline,FC,B8,7GMXT06.0394,SUV,3,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Suburban 2500,4.8,,,4WD,Gasoline,FC,B8,7GMXT06.0394,SUV,3,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Suburban 2500,6,,,2WD,Gasoline,FC,B8,7GMXT06.0394,SUV,3,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Suburban 2500,6,,,4WD,Gasoline,FC,B8,7GMXT06.0394,SUV,3,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Tahoe 1500,5.3,(8 cyl),Auto-L4,4WD,ethanol/gas,FC,B4,7GMXT05.3381,SUV,7/7,N/A,10/14,14/19,12/16,15.1172,6/4,no
CHEVROLET Tahoe 1500,4.8,(8 cyl),Auto-L4,2WD,Gasoline,FC,B4,7GMXT05.3380,SUV,7,N/A,14,19,16,20.0082,4,no
CHEVROLET Tahoe 1500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,FC,B4,7GMXT05.3380,SUV,7,N/A,14,20,17,21.316,4,no
CHEVROLET Tahoe 1500,5.3,(8 cyl),Auto-L4,2WD,ethanol/gas,FA,B8,7GMXT05.3375,SUV,3/3,N/A,10/14,15/20,12/16,15.4573,6/4,no
CHEVROLET Tahoe 1500,5.3,(8 cyl),Auto-L4,4WD,ethanol/gas,FA,B8,7GMXT05.3375,SUV,3/3,N/A,10/14,14/19,12/16,15.1172,6/4,no
CHEVROLET Tahoe 1500,4.8,(8 cyl),Auto-L4,2WD,Gasoline,FA,B8,7GMXT05.3379,SUV,3,N/A,14,19,16,20.0082,4,no
CHEVROLET Tahoe 1500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,FA,B8,7GMXT05.3379,SUV,3,N/A,14,20,17,21.316,4,no
CHEVROLET Trailblazer,4.2,(6 cyl),Auto-L4,2WD,Gasoline,FC,B4,7GMXT04.2186,SUV,7,N/A,14,20,16,21.1576,4,no
CHEVROLET Trailblazer,4.2,(6 cyl),Auto-L4,4WD,Gasoline,FC,B4,7GMXT04.2186,SUV,7,N/A,14,20,16,20.6069,4,no
CHEVROLET Trailblazer,4.2,(6 cyl),Auto-L4,2WD,Gasoline,FA,B5,7GMXT04.2185,SUV,6,N/A,14,20,16,21.1576,4,no
CHEVROLET Trailblazer,4.2,(6 cyl),Auto-L4,4WD,Gasoline,FA,B5,7GMXT04.2185,SUV,6,N/A,14,20,16,20.6069,4,no
CHEVROLET Trailblazer,5.3,(8 cyl),Auto-L4,2WD,Gasoline,CA,L2,7GMXT06.0387,SUV,6,N/A,14,20,17,21.2881,4,no
CHEVROLET Trailblazer,5.3,(8 cyl),Auto-L4,4WD,Gasoline,CA,L2,7GMXT06.0387,SUV,6,N/A,13,19,16,19.9504,4,no
CHEVROLET Trailblazer,5.3,(8 cyl),Auto-L4,4WD,Gasoline,CA,L2,7GMXT06.0387,SUV,6,N/A,14,19,16,20.4217,4,no
CHEVROLET Trailblazer,6,(8 cyl),Auto-L4,2WD,Gasoline,CA,L2,7GMXT06.0387,SUV,6,N/A,13,17,15,18.9185,3,no
CHEVROLET Trailblazer,6,(8 cyl),Auto-L4,4WD,Gasoline,CA,L2,7GMXT06.0387,SUV,6,N/A,12,16,14,17.7005,2,no
CHEVROLET Trailblazer,5.3,(8 cyl),Auto-L4,2WD,Gasoline,FA,B8,7GMXT06.0387,SUV,3,N/A,14,20,17,21.2881,4,no
CHEVROLET Trailblazer,5.3,(8 cyl),Auto-L4,4WD,Gasoline,FA,B8,7GMXT06.0387,SUV,3,N/A,13,19,16,19.9504,4,no
CHEVROLET Trailblazer,5.3,(8 cyl),Auto-L4,4WD,Gasoline,FA,B8,7GMXT06.0387,SUV,3,N/A,14,19,16,20.4217,4,no
CHEVROLET Trailblazer,6,(8 cyl),Auto-L4,2WD,Gasoline,FA,B8,7GMXT06.0387,SUV,3,N/A,13,17,15,18.9185,3,no
CHEVROLET Trailblazer,6,(8 cyl),Auto-L4,4WD,Gasoline,FA,B8,7GMXT06.0387,SUV,3,N/A,12,16,14,17.7005,2,no
CHEVROLET Uplander,3.9,(6 cyl),Auto-L4,2WD,ethanol/gas,FC,B5,7GMXT03.9140,minivan,6/6,N/A,12/16,17/23,14/19,17.8294,7/5,no
CHEVROLET Uplander,3.9,(6 cyl),Auto-L4,2WD,Gasoline,FA,B5,7GMXB03.9142,minivan,6,N/A,16,23,19,24.1302,5,no
CHEVROLET Uplander,3.9,(6 cyl),Auto-L4,2WD,Gasoline,CA,L2,7GMXB03.9142,minivan,6,N/A,16,23,19,24.1302,5,no
CHEVROLET Van 1500,5.3,(8 cyl),Auto-L4,4WD,ethanol/gas,FC,B5,7GMXT05.3373,van,6/6,N/A,10/13,13/17,11/15,14.2406,5/3,no
CHEVROLET Van 1500,5.3,(8 cyl),Auto-L4,2WD,ethanol/gas,FC,B5,7GMXT05.3373,van,6/6,N/A,11/14,14/19,12/16,15.4303,6/4,no
CHEVROLET Van 1500,4.3,(6 cyl),Auto-L4,2WD,Gasoline,FA,B5,7GMXT04.3186,van,6,N/A,14,19,15,19.7824,3,no
CHEVROLET Van 1500,4.3,(6 cyl),Auto-L4,2WD,Gasoline,CA,L2,7GMXT04.3186,van,6,N/A,14,19,15,19.7824,3,no
CHEVROLET Van 1500,5.3,(8 cyl),Auto-L4,4WD,Gasoline,CA,L2,7GMXT05.3384,van,6,N/A,13,16,14,18.1436,2,no
CHEVROLET Van 1500,5.3,(8 cyl),Auto-L4,4WD,Gasoline,CA,L2,7GMXT05.3384,van,6,N/A,13,17,14,18.2292,2,no
CHEVROLET Van 1500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,CA,L2,7GMXT05.3384,van,6,N/A,13,17,14,18.4257,2,no
CHEVROLET Van 1500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,CA,L2,7GMXT05.3384,van,6,N/A,14,19,15,19.7824,3,no
CHEVROLET Van 1500,5.3,(8 cyl),Auto-L4,4WD,ethanol/gas,FA,B8,7GMXT05.3375,van,3/3,N/A,9/13,12/17,11/14,13.5631,5/2,no
CHEVROLET Van 1500,5.3,(8 cyl),Auto-L4,4WD,Gasoline,FA,B8,7GMXT05.3379,van,3,N/A,13,16,14,18.1436,2,no
CHEVROLET Van 1500,5.3,(8 cyl),Auto-L4,4WD,Gasoline,FA,B8,7GMXT05.3384,van,3,N/A,13,16,14,18.1436,2,no
CHEVROLET Van 1500,5.3,(8 cyl),Auto-L4,4WD,Gasoline,FA,B8,7GMXT05.3379,van,3,N/A,13,17,14,18.2292,2,no
CHEVROLET Van 1500,5.3,(8 cyl),Auto-L4,4WD,Gasoline,FA,B8,7GMXT05.3384,van,3,N/A,13,17,14,18.2292,2,no
CHEVROLET Van 1500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,FA,B8,7GMXT05.3379,van,3,N/A,13,17,14,18.4257,2,no
CHEVROLET Van 1500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,FA,B8,7GMXT05.3384,van,3,N/A,13,17,14,18.4257,2,no
CHEVROLET Van 1500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,FA,B8,7GMXT05.3379,van,3,N/A,14,19,15,19.7824,3,no
CHEVROLET Van 1500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,FA,B8,7GMXT05.3384,van,3,N/A,14,19,15,19.7824,3,no
CHEVROLET Van 1500/2500,6,,,,CNG,CA,B8,7BYTK06.0618,van,3,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Van 1500/2500,6,,,,CNG,CF,N/A*,7BYTK06.0618,van,N/A*,N/A,N/A,N/A,N/A,N/A*,N/A*,N/A*
CHEVROLET Van 1500/2500,6,,,,CNG,FA,HDV,7BYTK06.0618,van,0,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Van 2500,5.3,(8 cyl),Auto-L4,4WD,ethanol/gas,FC,B5,7GMXT05.3373,van,6/6,N/A,10/13,13/17,11/15,14.2406,5/3,no
CHEVROLET Van 2500,5.3,(8 cyl),Auto-L4,2WD,ethanol/gas,FC,B5,7GMXT05.3373,van,6/6,N/A,11/14,14/19,12/16,15.4303,6/4,no
CHEVROLET Van 2500,4.3,(6 cyl),Auto-L4,2WD,Gasoline,FA,B5,7GMXT04.3186,van,6,N/A,14,19,15,19.7824,3,no
CHEVROLET Van 2500,4.3,(6 cyl),Auto-L4,2WD,Gasoline,CA,L2,7GMXT04.3186,van,6,N/A,14,19,15,19.7824,3,no
CHEVROLET Van 2500,5.3,(8 cyl),Auto-L4,4WD,Gasoline,CA,L2,7GMXT05.3384,van,6,N/A,13,17,14,18.2292,2,no
CHEVROLET Van 2500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,CA,L2,7GMXT05.3384,van,6,N/A,13,17,14,18.4257,2,no
CHEVROLET Van 2500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,CA,L2,7GMXT05.3384,van,6,N/A,14,19,15,19.7824,3,no
CHEVROLET Van 2500,5.3,(8 cyl),Auto-L4,4WD,Gasoline,FA,B8,7GMXT05.3379,van,3,N/A,13,17,14,18.2292,2,no
CHEVROLET Van 2500,5.3,(8 cyl),Auto-L4,4WD,Gasoline,FA,B8,7GMXT05.3384,van,3,N/A,13,17,14,18.2292,2,no
CHEVROLET Van 2500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,FA,B8,7GMXT05.3379,van,3,N/A,13,17,14,18.4257,2,no
CHEVROLET Van 2500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,FA,B8,7GMXT05.3384,van,3,N/A,13,17,14,18.4257,2,no
CHEVROLET Van 2500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,FA,B8,7GMXT05.3379,van,3,N/A,14,19,15,19.7824,3,no
CHEVROLET Van 2500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,FA,B8,7GMXT05.3384,van,3,N/A,14,19,15,19.7824,3,no
CHEVROLET Van 3500,4.8,,,,Gasoline,FC,B8,7GMXT06.0394,van,3,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Van 3500,6,,,,Gasoline,FC,B8,7GMXT06.0394,van,3,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Van 3500,6,,,,CNG,CA,B8,7BYTK06.0618,van,3,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Van 3500,4.8,,,,Gasoline,CA,L2,7GMXK06.0388,van,2,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Van 3500,6,,,,Gasoline,CA,L2,7GMXK06.0388,van,2,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Van 3500,4.8,,,,Gasoline,FA,HDV,7GMXK06.0396,van,1,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Van 3500,6,,,,Gasoline,FA,HDV,7GMXK06.0396,van,1,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Van 3500,6,,,,CNG,CF,N/A*,7BYTK06.0618,van,N/A*,N/A,N/A,N/A,N/A,N/A*,N/A*,N/A*
CHEVROLET Van 3500,4.8,,,,Gasoline,FA,HDV,7GMXK06.0388,van,0,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Van 3500,6,,,,Gasoline,FA,HDV,7GMXK06.0388,van,0,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Van 3500,6,,,,CNG,FA,HDV,7BYTK06.0618,van,0,N/A,N/A,N/A,N/A,N/A,N/A,no
CHRYSLER 300,3.5,(6 cyl),Auto-L5,4WD,Gasoline,CA,U2,7CRXV0215M80,large car,7,N/A,15,22,18,22.7969,5,no
CHRYSLER 300,3.5,(6 cyl),Auto-L5,2WD,Gasoline,CA,U2,7CRXV0215M80,large car,7,N/A,17,24,20,25.3086,6,yes
CHRYSLER 300,5.7,(8 cyl),Auto-L5,4WD,Gasoline,FA,B4,7CRXV05.7MD0,large car,7,N/A,15,22,18,23.0671,5,no
CHRYSLER 300,5.7,(8 cyl),Auto-L5,4WD,Gasoline,FC,B4,7CRXV05.7MD1,large car,7,N/A,15,22,18,23.0671,5,no
CHRYSLER 300,5.7,(8 cyl),Auto-L5,2WD,Gasoline,FA,B4,7CRXV05.7MD0,large car,7,N/A,15,23,18,22.9188,5,no
CHRYSLER 300,2.7,(6 cyl),Auto-L4,2WD,Gasoline,FA+CF,B5,7CRXV02.7ME0,large car,6,N/A,18,26,21,27.5143,6,no
CHRYSLER 300,2.7,(6 cyl),Auto-L4,2WD,Gasoline,CA,L2,7CRXV0167M71,large car,6,N/A,18,26,21,27.5143,6,no
CHRYSLER 300,3.5,(6 cyl),Auto-L5,4WD,Gasoline,FA+CF,B5,7CRXV03.5ME0,large car,6,N/A,15,22,18,22.7969,5,no
CHRYSLER 300,6.1,(8 cyl),Auto-L5,2WD,Gasoline,FA,B5,7CRXV06.1ME0,large car,6,N/A,13,18,15,19.0126,3,no
CHRYSLER 300,6.1,(8 cyl),Auto-L5,2WD,Gasoline,CA,L2,7CRXV06.1ME0,large car,6,N/A,13,18,15,19.0126,3,no
CHRYSLER Aspen,4.7,(8 cyl),Auto-L5,2WD,Gasoline,CA,U2,7CRXT0287P80,SUV,7,N/A,13,17,14,18.3342,2,no
CHRYSLER Aspen,4.7,(8 cyl),Auto-L5,4WD,Gasoline,CA,U2,7CRXT0287P80,SUV,7,N/A,12,17,14,17.91,2,no
CHRYSLER Aspen,5.7,(8 cyl),Auto-L5,2WD,Gasoline,FA+CF,B5,7CRXT05.7PE0,SUV,6,N/A,13,19,15,19.4854,3,no
CHRYSLER Aspen,5.7,(8 cyl),Auto-L5,4WD,Gasoline,FA+CF,B5,7CRXT05.7PE0,SUV,6,N/A,13,18,15,18.8314,3,no
CHRYSLER Aspen,5.7,(8 cyl),Auto-L5,2WD,Gasoline,CA,L2,7CRXT0345P70,SUV,6,N/A,13,19,15,19.4854,3,no
CHRYSLER Aspen,5.7,(8 cyl),Auto-L5,4WD,Gasoline,CA,L2,7CRXT0345P70,SUV,6,N/A,13,18,15,18.8314,3,no
CHRYSLER Aspen,4.7,(8 cyl),Auto-L5,2WD,ethanol/gas,FA,B8,7CRXT04.7PJP,SUV,3/3,N/A,9/13,13/17,10/14,12.9349,4/2,no
CHRYSLER Aspen,4.7,(8 cyl),Auto-L5,4WD,ethanol/gas,FA,B8,7CRXT04.7PJP,SUV,3/3,N/A,8/12,12/17,10/14,12.4148,4/2,no
CHRYSLER Aspen,4.7,(8 cyl),Auto-L5,2WD,ethanol/gas,CF,N/A*,7CRXT04.7PJP,SUV,N/A*,N/A,N/A*,N/A*,N/A*,N/A*,N/A*,N/A*
CHRYSLER Aspen,4.7,(8 cyl),Auto-L5,4WD,ethanol/gas,CF,N/A*,7CRXT04.7PJP,SUV,N/A*,N/A,N/A*,N/A*,N/A*,N/A*,N/A*,N/A*
CHRYSLER Crossfire,3.2,(6 cyl),Man-6,2WD,Gasoline,FA,B5,7CRXV03.2ME0,small car,6,N/A,15,23,18,23.1781,5,no
CHRYSLER Crossfire,3.2,(6 cyl),Auto-L5,2WD,Gasoline,FA,B5,7CRXV03.2ME0,small car,6,N/A,19,25,21,27.612,6,no
CHRYSLER Crossfire,3.2,(6 cyl),Man-6,2WD,Gasoline,CA,L2,7CRXV03.2ME0,small car,6,N/A,15,23,18,23.1781,5,no
CHRYSLER Crossfire,3.2,(6 cyl),Auto-L5,2WD,Gasoline,CA,L2,7CRXV03.2ME0,small car,6,N/A,19,25,21,27.612,6,no
CHRYSLER PT Cruiser,2.4,(4 cyl),Auto-L4,2WD,Gasoline,CA,U2,7CRXV0148M80,SUV,7,N/A,19,24,21,27.2429,6,yes
CHRYSLER PT Cruiser,2.4,(4 cyl),Man-5,2WD,Gasoline,CA,U2,7CRXV0148M80,SUV,7,N/A,19,26,22,28.7635,6,yes
CHRYSLER PT Cruiser,2.4,(4 cyl),Auto-L4,2WD,Gasoline,FA,B5,7CRXV02.4ME1,SUV,6,N/A,17,24,19,25.2828,5,no
CHRYSLER PT Cruiser,2.4,(4 cyl),Man-5,2WD,Gasoline,FA,B5,7CRXV02.4ME1,SUV,6,N/A,19,25,21,27.4232,6,no
CHRYSLER PT Cruiser,2.4,(4 cyl),Auto-L4,2WD,Gasoline,CA,L2,7CRXV0148M70,SUV,6,N/A,17,24,19,25.2828,5,no
CHRYSLER PT Cruiser,2.4,(4 cyl),Man-5,2WD,Gasoline,CA,L2,7CRXV0148M70,SUV,6,N/A,19,25,21,27.4232,6,no
CHRYSLER PT Cruiser Convertible,2.4,(4 cyl),Auto-L4,2WD,Gasoline,CA,U2,7CRXV0148M80,small car,7,N/A,19,24,21,27.2429,6,yes
CHRYSLER PT Cruiser Convertible,2.4,(4 cyl),Man-5,2WD,Gasoline,CA,U2,7CRXV0148M80,small car,7,N/A,19,26,22,28.7635,6,yes
CHRYSLER PT Cruiser Convertible,2.4,(4 cyl),Auto-L4,2WD,Gasoline,FA,B5,7CRXV02.4ME1,small car,6,N/A,17,24,19,25.2828,5,no
CHRYSLER PT Cruiser Convertible,2.4,(4 cyl),Man-5,2WD,Gasoline,FA,B5,7CRXV02.4ME1,small car,6,N/A,19,25,21,27.4232,6,no
CHRYSLER PT Cruiser Convertible,2.4,(4 cyl),Auto-L4,2WD,Gasoline,CA,L2,7CRXV0148M70,small car,6,N/A,17,24,19,25.2828,5,no
CHRYSLER PT Cruiser Convertible,2.4,(4 cyl),Man-5,2WD,Gasoline,CA,L2,7CRXV0148M70,small car,6,N/A,19,25,21,27.4232,6,no
CHRYSLER Pacifica,3.8,(6 cyl),Auto-L4,2WD,Gasoline,CA,U2,7CRXT0231N80,SUV,7,N/A,16,23,18,23.6341,5,no
CHRYSLER Pacifica,4,(6 cyl),Auto-L6,2WD,Gasoline,CA,U2,7CRXB0241M80,SUV,7,N/A,15,22,17,22.2164,4,no
CHRYSLER Pacifica,4,(6 cyl),Auto-L6,4WD,Gasoline,CA,U2,7CRXB0241M80,SUV,7,N/A,14,22,17,21.6131,4,no
CHRYSLER Pacifica,3.8,(6 cyl),Auto-L4,2WD,Gasoline,FA,B5,7CRXT03.8NE0,SUV,6,N/A,16,23,18,23.6341,5,no
CHRYSLER Pacifica,4,(6 cyl),Auto-L6,2WD,Gasoline,FA,B5,7CRXB04.0ME1,SUV,6,N/A,15,22,17,22.2164,4,no
CHRYSLER Pacifica,4,(6 cyl),Auto-L6,4WD,Gasoline,FA,B5,7CRXB04.0ME1,SUV,6,N/A,14,22,17,21.6131,4,no
CHRYSLER SRT-8,3.5,(6 cyl),Auto-L5,2WD,Gasoline,CA,U2,7CRXV0215M80,large car,7,N/A,17,24,20,25.3086,6,yes
CHRYSLER SRT-8,5.7,(8 cyl),Auto-L5,2WD,Gasoline,FA,B4,7CRXV05.7MD0,large car,7,N/A,15,23,18,22.9188,5,no
CHRYSLER SRT-8,2.7,(6 cyl),Auto-L4,2WD,Gasoline,FA+CF,B5,7CRXV02.7ME0,large car,6,N/A,18,26,21,27.5143,6,no
CHRYSLER SRT-8,2.7,(6 cyl),Auto-L4,2WD,Gasoline,CA,L2,7CRXV0167M71,large car,6,N/A,18,26,21,27.5143,6,no
CHRYSLER SRT-8,6.1,(8 cyl),Auto-L5,2WD,Gasoline,FA,B5,7CRXV06.1ME0,large car,6,N/A,13,18,15,19.0126,3,no
