Model,Displ,Cyl,Trans,Drive,Fuel,Sales Area,Stnd,Underhood ID,Veh Class,Air Pollution Score,FE Calc Appr,City MPG,Hwy MPG,Cmb MPG,Unadj Cmb MPG,Greenhouse Gas Score,SmartWay
DODGE Caravan,3.8,(6 cyl),Auto-L4,2WD,Gasoline,CL,LEV,1CRXT03.82D0,minivan,1,N/A,16,22,18,23.1733,5,no
DODGE Caravan,3.8,(6 cyl),Auto-S4,2WD,Gasoline,CL,LEV,1CRXT03.82D0,minivan,1,N/A,16,22,18,23.3818,5,no
DODGE Caravan,3.8,(6 cyl),Auto-S4,4WD,Gasoline,CL,LEV,1CRXT03.82D0,minivan,1,N/A,15,21,17,22.3883,4,no
DODGE Caravan,3.8,(6 cyl),Auto-L4,4WD,Gasoline,CL,LEV,1CRXT03.82D0,minivan,1,N/A,15,21,18,22.7251,5,no
DODGE Dakota,2.5,(4 cyl),Man-5,2WD,Gasoline,CL,TLEV,1CRXT02.51C0,pickup,1,N/A,17,23,20,25.4118,6,no
DODGE Dakota,3.9,(6 cyl),Auto-L4,2WD,Gasoline,CL,LEV,1CRXT03.92D1,pickup,1,N/A,14,19,16,20.3113,4,no
DODGE Dakota,3.9,(6 cyl),Man-5,2WD,Gasoline,CL,LEV,1CRXT03.92D1,pickup,1,N/A,14,20,16,20.879,4,no
DODGE Dakota,3.9,(6 cyl),Auto-L4,4WD,Gasoline,CL,LEV,1CRXT03.92D1,pickup,1,N/A,13,17,14,18.3086,2,no
DODGE Dakota,3.9,(6 cyl),Man-5,4WD,Gasoline,CL,LEV,1CRXT03.92D1,pickup,1,N/A,14,18,15,19.8549,3,no
DODGE Dakota,4.7,(8 cyl),Auto-L4,2WD,Gasoline,CL,LEV,1CRXT04.72D2,pickup,1,N/A,13,18,14,18.4573,2,no
DODGE Dakota,4.7,(8 cyl),Man-5,2WD,Gasoline,CL,LEV,1CRXT04.72D2,pickup,1,N/A,13,19,15,19.536,3,no
DODGE Dakota,4.7,(8 cyl),Auto-L4,4WD,Gasoline,CL,LEV,1CRXT04.72D2,pickup,1,N/A,12,17,14,17.4785,2,no
DODGE Dakota,4.7,(8 cyl),Man-5,4WD,Gasoline,CL,LEV,1CRXT04.72D2,pickup,1,N/A,13,18,15,18.7097,3,no
DODGE Dakota,5.9,(8 cyl),Auto-L4,2WD,Gasoline,CL,LEV,1CRXT05.92D1,pickup,1,N/A,11,15,13,16.4809,1,no
DODGE Dakota,5.9,(8 cyl),Auto-L4,4WD,Gasoline,CL,LEV,1CRXT05.92D1,pickup,1,N/A,11,16,13,16.0984,1,no
DODGE Durango,4.7,(8 cyl),Auto-L4,2WD,Gasoline,CA,ULEV,1CRXA0287H41,SUV,1,N/A,12,17,14,18.0632,2,no
DODGE Durango,4.7,(8 cyl),Auto-L4,4WD,Gasoline,CA,ULEV,1CRXA0287H41,SUV,1,N/A,12,16,13,17.1312,1,no
DODGE Durango,5.9,(8 cyl),Auto-L4,2WD,Gasoline,CA,ULEV,1CRXA0360H41,SUV,1,N/A,11,16,13,16.312,1,no
DODGE Durango,5.9,(8 cyl),Auto-L4,4WD,Gasoline,CA,ULEV,1CRXA0360H41,SUV,1,N/A,11,16,13,16.0984,1,no
DODGE Durango,4.7,(8 cyl),Auto-L4,2WD,Gasoline,FA,T1,1CRXT04.75B1,SUV,0,N/A,12,17,14,18.0632,2,no
DODGE Durango,4.7,(8 cyl),Auto-L4,4WD,Gasoline,FA,T1,1CRXT04.75B1,SUV,0,N/A,12,16,13,17.1312,1,no
DODGE Durango,5.9,(8 cyl),Auto-L4,2WD,Gasoline,FA,T1,1CRXT05.95B2,SUV,0,N/A,11,16,13,16.312,1,no
DODGE Durango,5.9,(8 cyl),Auto-L4,4WD,Gasoline,FA,T1,1CRXT05.95B2,SUV,0,N/A,11,16,13,16.0984,1,no
DODGE Intrepid,2.7,(6 cyl),Auto-L4,2WD,Gasoline,CL,LEV,1CRXV03.5VD0,large car,2,N/A,17,25,20,26.4368,6,no
DODGE Intrepid,2.7,(6 cyl),Auto-S4,2WD,Gasoline,CL,LEV,1CRXV03.5VD0,large car,2,N/A,18,26,21,27.0572,6,no
DODGE Intrepid,3.2,(6 cyl),Auto-S4,2WD,Gasoline,CL,LEV,1CRXV03.5VD0,large car,2,N/A,17,25,19,25.0897,5,no
DODGE Intrepid,3.5,(6 cyl),Auto-S4,2WD,Gasoline,CL,LEV,1CRXV03.5VD0,large car,2,N/A,16,24,19,24.228,5,no
DODGE Neon,2,(4 cyl),Auto-L3,2WD,Gasoline,CA,ULEV,1CRXV0122V40,small car,3,N/A,21,28,24,31.0765,7,no
DODGE Neon,2,(4 cyl),Auto-L3,2WD,Gasoline,CL,LEV,1CRXV02.0VD0,small car,2,N/A,21,28,24,31.0765,7,no
DODGE Neon,2,(4 cyl),Man-5,2WD,Gasoline,CL,LEV,1CRXV02.0VD0,small car,2,N/A,24,30,26,34.8377,8,no
DODGE RAM 1500,5.9,(8 cyl),Auto-L4,2WD,Gasoline,CA,LEV,1CRXA0360H38,pickup,1,N/A,11,17,13,16.6358,1,no
DODGE RAM 1500,5.9,(8 cyl),Auto-L4,4WD,Gasoline,CA,LEV,1CRXA0360H38,pickup,1,N/A,11,16,13,16.1854,1,no
DODGE RAM 1500,3.9,(6 cyl),Man-5,2WD,Gasoline,CL,T1,1CRXT03.95B9,pickup,0,N/A,13,19,15,19.8157,3,no
DODGE RAM 1500,3.9,(6 cyl),Auto-L4,2WD,Gasoline,CL,T1,1CRXT03.95B9,pickup,0,N/A,14,18,16,20.0667,4,no
DODGE RAM 1500,5.2,(8 cyl),Auto-L4,2WD,Gasoline,CA,LEV,1CRXA0360J38,pickup,0,N/A,12,17,14,17.5142,2,no
DODGE RAM 1500,5.2,(8 cyl),Auto-L4,4WD,Gasoline,CA,LEV,1CRXA0360J38,pickup,0,N/A,11,15,13,15.9636,1,no
DODGE RAM 1500,5.2,(8 cyl),Auto-L4,2WD,Gasoline,FA,T1,1CRXT05.95B8,pickup,0,N/A,12,17,14,17.5142,2,no
DODGE RAM 1500,5.2,(8 cyl),Man-5,2WD,Gasoline,FA,T1,1CRXT05.95B8,pickup,0,N/A,12,18,14,18.2292,2,no
DODGE RAM 1500,5.2,(8 cyl),Auto-L4,4WD,Gasoline,FA,T1,1CRXT05.95B8,pickup,0,N/A,11,15,13,15.9636,1,no
DODGE RAM 1500,5.2,(8 cyl),Man-5,4WD,Gasoline,FA,T1,1CRXT05.95B8,pickup,0,N/A,12,16,13,16.9617,1,no
DODGE RAM 1500,5.2,(8 cyl),Auto-L4,2WD,Gasoline,FA,T1,1CRXT05.96B8,pickup,0,N/A,12,17,14,17.5142,2,no
DODGE RAM 1500,5.2,(8 cyl),Man-5,2WD,Gasoline,FA,T1,1CRXT05.96B8,pickup,0,N/A,12,18,14,18.2292,2,no
DODGE RAM 1500,5.2,(8 cyl),Auto-L4,4WD,Gasoline,FA,T1,1CRXT05.96B8,pickup,0,N/A,11,15,13,15.9636,1,no
DODGE RAM 1500,5.2,(8 cyl),Man-5,4WD,Gasoline,FA,T1,1CRXT05.96B8,pickup,0,N/A,12,16,13,16.9617,1,no
DODGE RAM 1500,5.2,(8 cyl),Man-5,2WD,Gasoline,CA,T1,1CRXA0360J18,pickup,0,N/A,12,18,14,18.2292,2,no
DODGE RAM 1500,5.2,(8 cyl),Man-5,4WD,Gasoline,CA,T1,1CRXA0360J18,pickup,0,N/A,12,16,13,16.9617,1,no
DODGE RAM 1500,5.9,(8 cyl),Auto-L4,2WD,Gasoline,CA,LEV,1CRXA0360J38,pickup,0,N/A,11,17,13,16.6358,1,no
DODGE RAM 1500,5.9,(8 cyl),Auto-L4,4WD,Gasoline,CA,LEV,1CRXA0360J38,pickup,0,N/A,11,16,13,16.1854,1,no
DODGE RAM 1500,5.9,(8 cyl),Auto-L4,2WD,Gasoline,FA,T1,1CRXT05.95B8,pickup,0,N/A,11,17,13,16.6358,1,no
DODGE RAM 1500,5.9,(8 cyl),Auto-L4,4WD,Gasoline,FA,T1,1CRXT05.95B8,pickup,0,N/A,11,16,13,16.1854,1,no
DODGE RAM 1500,5.9,(8 cyl),Auto-L4,2WD,Gasoline,FA,T1,1CRXT05.96B8,pickup,0,N/A,11,17,13,16.6358,1,no
DODGE RAM 1500,5.9,(8 cyl),Auto-L4,4WD,Gasoline,FA,T1,1CRXT05.96B8,pickup,0,N/A,11,16,13,16.1854,1,no
DODGE RAM 2500,5.9,,,2WD,Gasoline,CA,ULEV,1CRXA0360J41,pickup,1,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 2500,5.9,,,4WD,Gasoline,CA,ULEV,1CRXA0360J41,pickup,1,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 2500,5.9,,,,Gasoline,CA,ULEV,1CRXA0360J41,special purpose,1,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 2500,5.2,,,2WD,Gasoline,CA,T1,1CRXA0360J11,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 2500,5.2,,,2WD,Gasoline,FA,T1,1CRXT05.96B1,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 2500,5.2,,,2WD,Gasoline,FA,T1,1CRXT05.96B8,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 2500,5.2,,,4WD,Gasoline,CA,T1,1CRXA0360J11,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 2500,5.2,,,4WD,Gasoline,FA,T1,1CRXT05.96B1,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 2500,5.2,,,4WD,Gasoline,FA,T1,1CRXT05.96B8,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 2500,5.2,,,,Gasoline,CA,T1,1CRXA0360J11,special purpose,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 2500,5.2,,,,Gasoline,FA,T1,1CRXT05.96B1,special purpose,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 2500,5.2,,,,Gasoline,FA,T1,1CRXT05.96B8,special purpose,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 2500,5.2,,,2WD,Gasoline,CA,T1,1CRXA0360J18,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 2500,5.2,,,4WD,Gasoline,CA,T1,1CRXA0360J18,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 2500,5.2,,,,Gasoline,CA,T1,1CRXA0360J18,special purpose,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 2500,5.9,,,2WD,Gasoline,CA,LEV,1CRXA0360J38,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 2500,5.9,,,4WD,Gasoline,CA,LEV,1CRXA0360J38,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 2500,5.9,,,,Gasoline,CA,LEV,1CRXA0360J38,special purpose,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 2500,5.9,,,2WD,Gasoline,CA,T1,1CRXA0360J11,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 2500,5.9,,,2WD,Gasoline,FA,T1,1CRXT05.96B1,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 2500,5.9,,,2WD,Gasoline,FA,T1,1CRXT05.96B8,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 2500,5.9,,,4WD,Gasoline,CA,T1,1CRXA0360J11,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 2500,5.9,,,4WD,Gasoline,FA,T1,1CRXT05.96B1,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 2500,5.9,,,4WD,Gasoline,FA,T1,1CRXT05.96B8,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 2500,5.9,,,,Gasoline,CA,T1,1CRXA0360J11,special purpose,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 2500,5.9,,,,Gasoline,FA,T1,1CRXT05.96B1,special purpose,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 2500,5.9,,,,Gasoline,FA,T1,1CRXT05.96B8,special purpose,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 2500,5.9,,,2WD,Gasoline,CA,T1,1CRXA0360J18,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 2500,5.9,,,4WD,Gasoline,CA,T1,1CRXA0360J18,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 2500,5.9,,,,Gasoline,CA,T1,1CRXA0360J18,special purpose,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 2500,8,,,2WD,Gasoline,CA,T1,1CRXA0488J18,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 2500,8,,,4WD,Gasoline,CA,T1,1CRXA0488J18,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 3500,5.9,,,2WD,Gasoline,CA,ULEV,1CRXA0360J41,pickup,1,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 3500,5.9,,,4WD,Gasoline,CA,ULEV,1CRXA0360J41,pickup,1,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 3500,5.2,,,2WD,Gasoline,CA,T1,1CRXA0360J11,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 3500,5.2,,,4WD,Gasoline,CA,T1,1CRXA0360J11,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 3500,5.2,,,2WD,Gasoline,CA,T1,1CRXA0360J18,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 3500,5.2,,,4WD,Gasoline,CA,T1,1CRXA0360J18,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 3500,5.9,,,2WD,Gasoline,CA,LEV,1CRXA0360K38,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 3500,5.9,,,4WD,Gasoline,CA,LEV,1CRXA0360K38,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 3500,5.9,,,,Gasoline,CA,LEV,1CRXA0360K38,special purpose,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 3500,5.9,,,2WD,Gasoline,CA,LEV,1CRXA0360J38,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 3500,5.9,,,4WD,Gasoline,CA,LEV,1CRXA0360J38,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 3500,5.9,,,2WD,Gasoline,CA,T1,1CRXA0360J11,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 3500,5.9,,,2WD,Gasoline,CA,T1,1CRXA0360K11,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 3500,5.9,,,4WD,Gasoline,CA,T1,1CRXA0360J11,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 3500,5.9,,,4WD,Gasoline,CA,T1,1CRXA0360K11,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 3500,5.9,,,,Gasoline,CA,T1,1CRXA0360K11,special purpose,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 3500,5.9,,,2WD,Gasoline,CA,T1,1CRXA0360J18,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 3500,5.9,,,4WD,Gasoline,CA,T1,1CRXA0360J18,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 3500,5.9,,,2WD,Gasoline,CA,T1,1CRXA0360K18,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 3500,5.9,,,4WD,Gasoline,CA,T1,1CRXA0360K18,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 3500,5.9,,,,Gasoline,CA,T1,1CRXA0360K18,special purpose,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 3500,5.9,,,2WD,Gasoline,CA,ULEV,1CRXA0360K41,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 3500,5.9,,,4WD,Gasoline,CA,ULEV,1CRXA0360K41,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 3500,5.9,,,,Gasoline,CA,ULEV,1CRXA0360K41,special purpose,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 3500,8,,,2WD,Gasoline,CA,T1,1CRXA0488J18,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 3500,8,,,2WD,Gasoline,CA,T1,1CRXA0488K18,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 3500,8,,,4WD,Gasoline,CA,T1,1CRXA0488J18,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 3500,8,,,4WD,Gasoline,CA,T1,1CRXA0488K18,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM 3500,8,,,,Gasoline,CA,T1,1CRXA0488K18,special purpose,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM Van 1500,5.9,(8 cyl),Auto-L4,2WD,Gasoline,CA,ULEV,1CRXA0360H41,van,1,N/A,11,16,13,16.312,1,no
DODGE RAM Van 1500,5.9,(8 cyl),Auto-L4,2WD,Gasoline,CA,ULEV,1CRXA0360J41,van,1,N/A,11,16,13,16.312,1,no
DODGE RAM Van 1500,5.2,(8 cyl),Auto-L4,2WD,Gasoline,FA,T1,1CRXT05.95B1,van,0,N/A,12,17,14,17.4346,2,no
DODGE RAM Van 1500,5.2,(8 cyl),Auto-L4,2WD,Gasoline,CA,T1,1CRXA0360J11,van,0,N/A,12,17,14,17.4346,2,no
DODGE RAM Van 1500,5.2,(8 cyl),Auto-L4,2WD,Gasoline,FA,T1,1CRXT05.96B1,van,0,N/A,12,17,14,17.4346,2,no
DODGE RAM Van 1500,5.9,(8 cyl),Auto-L4,2WD,Gasoline,FA,T1,1CRXT05.95B1,van,0,N/A,11,16,13,16.312,1,no
DODGE RAM Van 1500,5.9,(8 cyl),Auto-L4,2WD,Gasoline,FA,T1,1CRXT05.96B1,van,0,N/A,11,16,13,16.312,1,no
DODGE RAM Van 2500,5.2,(8 cyl),Auto-L4,2WD,CNG,CA,SLEV,1CRXT05.26RC,van,2,N/A,11,14,12,15.9789,2,no
DODGE RAM Van 2500,5.2,(8 cyl),Auto-L4,2WD,CNG,FA,ULEV,1CRXT05.26RC,van,1,N/A,11,14,12,15.9789,2,no
DODGE RAM Van 2500,5.9,(8 cyl),Auto-L4,2WD,Gasoline,CA,ULEV,1CRXA0360J41,van,1,N/A,11,16,13,16.312,1,no
DODGE RAM Van 2500,5.2,(8 cyl),Auto-L4,2WD,Gasoline,CA,T1,1CRXA0360J11,van,0,N/A,12,17,14,17.4306,2,no
DODGE RAM Van 2500,5.2,(8 cyl),Auto-L4,2WD,Gasoline,FA,T1,1CRXT05.96B1,van,0,N/A,12,17,14,17.4306,2,no
DODGE RAM Van 2500,5.9,(8 cyl),Auto-L4,2WD,Gasoline,FA,T1,1CRXT05.96B1,van,0,N/A,11,16,13,16.312,1,no
DODGE RAM Van 3500,5.2,,,,CNG,CA,SLEV,1CRXT05.26RC,van,2,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM Van 3500,5.2,,,,CNG,FA,ULEV,1CRXT05.26RC,van,1,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM Van 3500,5.9,,,,Gasoline,CA,ULEV,1CRXA0360J41,van,1,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM Van 3500,5.2,,,,Gasoline,CA,T1,1CRXA0360J11,van,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM Van 3500,5.2,,,,Gasoline,FA,T1,1CRXT05.96B1,van,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM Van 3500,5.9,,,,Gasoline,CA,T1,1CRXA0360J11,van,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM Van 3500,5.9,,,,Gasoline,FA,T1,1CRXT05.96B1,van,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM Wagon 1500,5.2,(8 cyl),Auto-L4,2WD,Gasoline,FA,T1,1CRXT05.95B1,van,0,N/A,12,17,14,17.4306,2,no
DODGE RAM Wagon 2500,5.2,(8 cyl),Auto-L4,2WD,CNG,CA,SLEV,1CRXT05.26RC,van,2,N/A,11,15,12,15.8126,2,no
DODGE RAM Wagon 2500,5.2,(8 cyl),Auto-L4,2WD,CNG,FA,ULEV,1CRXT05.26RC,van,1,N/A,11,15,12,15.8126,2,no
DODGE RAM Wagon 2500,5.9,(8 cyl),Auto-L4,2WD,Gasoline,CA,ULEV,1CRXA0360J41,van,1,N/A,11,16,13,16.2478,1,no
DODGE RAM Wagon 2500,5.2,(8 cyl),Auto-L4,2WD,Gasoline,CA,T1,1CRXA0360J11,van,0,N/A,11,15,12,15.942,0,no
DODGE RAM Wagon 2500,5.2,(8 cyl),Auto-L4,2WD,Gasoline,FA,T1,1CRXT05.96B1,van,0,N/A,11,15,12,15.942,0,no
DODGE RAM Wagon 2500,5.9,(8 cyl),Auto-L4,2WD,Gasoline,FA,T1,1CRXT05.96B1,van,0,N/A,11,16,13,16.2478,1,no
DODGE RAM Wagon 3500,5.2,,,,CNG,CA,SLEV,1CRXT05.26RC,van,2,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM Wagon 3500,5.2,,,,CNG,FA,ULEV,1CRXT05.26RC,van,1,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM Wagon 3500,5.9,,,,Gasoline,CA,ULEV,1CRXA0360J41,van,1,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM Wagon 3500,5.2,,,,Gasoline,CA,T1,1CRXA0360J11,van,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM Wagon 3500,5.2,,,,Gasoline,FA,T1,1CRXT05.96B1,van,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM Wagon 3500,5.9,,,,Gasoline,CA,T1,1CRXA0360J11,van,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE RAM Wagon 3500,5.9,,,,Gasoline,FA,T1,1CRXT05.96B1,van,0,N/A,N/A,N/A,N/A,N/A,N/A,no
DODGE Stratus,2.4,(4 cyl),Auto-L4,2WD,Gasoline,CA,ULEV,1CRXV0148V40,midsize car,3,N/A,18,28,21,27.8839,6,no
DODGE Stratus,2.4,(4 cyl),Auto-L4,2WD,Gasoline,CL,LEV,1CRXV02.4VD0,midsize car,2,N/A,18,28,21,27.8839,6,no
DODGE Stratus,2.4,(4 cyl),Auto-L4,2WD,Gasoline,CL,LEV,1DSXV02.4GNG,small car,2,N/A,18,25,21,26.9909,6,no
DODGE Stratus,2.4,(4 cyl),Man-5,2WD,Gasoline,CL,LEV,1DSXV02.4GNG,small car,2,N/A,20,27,23,29.526,7,no
DODGE Stratus,2.7,(6 cyl),Auto-L4,2WD,Gasoline,CL,LEV,1CRXV03.5VD0,midsize car,2,N/A,17,25,20,26.4368,6,no
DODGE Stratus,2.7,(6 cyl),Auto-S4,2WD,Gasoline,CL,LEV,1CRXV03.5VD0,midsize car,2,N/A,18,26,21,27.0572,6,no
DODGE Stratus,3,(6 cyl),Auto-S4,2WD,Gasoline,CL,LEV,1DSXV03.0GNG,small car,2,N/A,17,25,20,25.5866,6,no
DODGE Stratus,3,(6 cyl),Auto-L4,2WD,Gasoline,CL,LEV,1DSXV03.0GNG,small car,2,N/A,17,25,20,25.705,6,no
DODGE Stratus,3,(6 cyl),Man-5,2WD,Gasoline,CL,LEV,1DSXV03.0GNG,small car,2,N/A,18,26,21,27.1583,6,no
DODGE Viper,8,(10 cyl),Man-6,2WD,Gasoline,CL,T1,1CRXV08.0VB1,small car,1,N/A,10,19,13,16.3812,1,no
DODGE Viper Convertible,8,(10 cyl),Man-6,2WD,Gasoline,CL,T1,1CRXV08.0VB1,small car,1,N/A,10,19,13,16.3812,1,no
EUROPA G500,5,,,4WD,Gasoline,FA,T1,1E4XT05.0LES,special purpose,0,N/A,N/A,N/A,N/A,N/A,N/A,no
FERRARI 360 Modena/Spider,3.6,(8 cyl),Auto-S6,2WD,Gasoline,CL,LEV,1FEXV03.6LEV,small car,2,N/A,10,15,11,14.4583,0,no
FERRARI 360 Modena/Spider,3.6,(8 cyl),Man-6,2WD,Gasoline,CL,LEV,1FEXV03.6LEV,small car,2,N/A,10,15,11,14.5995,0,no
FERRARI 456 MGT/MGTA,5.5,(12 cyl),Auto-L4,2WD,Gasoline,CL,T1,1FEXV05.5C00,small car,1,N/A,9,14,11,13.3393,0,no
FERRARI 456 MGT/MGTA,5.5,(12 cyl),Man-6,2WD,Gasoline,CL,T1,1FEXV05.5C00,small car,1,N/A,9,15,11,13.8306,0,no
FERRARI 550 Maranello/Barchetta,5.5,(12 cyl),Man-6,2WD,Gasoline,CL,T1,1FEXV05.5C00,small car,1,N/A,8,12,9,11.68,0,no
FORD Crown Victoria,4.6,(8 cyl),Auto-L4,2WD,CNG,CA,ULEV,1FMXV04.6VP5,large car,7,N/A,14,21,16,20.7072,5,no
FORD Crown Victoria,4.6,(8 cyl),Auto-L4,2WD,CNG,NL+CF,ULEV,1FMXV04.6VP5,large car,3,N/A,14,21,16,20.7072,5,no
FORD Crown Victoria,4.6,(8 cyl),Auto-L4,2WD,Gasoline,CL,LEV,1FMXV04.6VF5,large car,2,N/A,16,23,18,23.8945,5,no
FORD E150,4.2,(6 cyl),Auto-L4,2WD,Gasoline,CA,LEV,1FMXT04.2HG5,van,1,N/A,13,17,14,18.5045,2,no
FORD E150,4.2,(6 cyl),Auto-L4,2WD,Gasoline,FA+CF,LEV,1FMXT04.2HG5,van,0,N/A,13,17,14,18.5045,2,no
FORD E150,4.2,(6 cyl),Auto-L4,2WD,Gasoline,NF,LEV,1FMXT04.2JG5,van,0,N/A,13,17,14,18.5045,2,no
FORD E150,4.2,(6 cyl),Auto-L4,2WD,Gasoline,NF,LEV,1FMXT04.2JG5,van,0,N/A,13,17,14,18.5045,2,no
FORD E150,4.2,(6 cyl),Auto-L4,2WD,Gasoline,FA,T1,1FMXT04.25BF,van,0,N/A,13,17,14,18.5045,2,no
FORD E150,4.2,(6 cyl),Auto-L4,2WD,Gasoline,FA,T1,1FMXT04.26BF,van,0,N/A,13,17,14,18.5045,2,no
FORD E150,4.2,(6 cyl),Auto-L4,2WD,Gasoline,FA,T1,1FMXT04.26BF,van,0,N/A,13,17,14,18.5045,2,no
FORD E150,4.6,(8 cyl),Auto-L4,2WD,Gasoline,NF,LEV,1FMXT04.6JF5,van,0,N/A,14,19,16,20.5264,4,no
FORD E150,4.6,(8 cyl),Auto-L4,2WD,Gasoline,NF,LEV,1FMXT04.6JF5,van,0,N/A,13,16,14,18.3773,2,no
FORD E150,4.6,(8 cyl),Auto-L4,2WD,Gasoline,FA,T1,1FMXT04.66BA,van,0,N/A,14,19,16,20.5264,4,no
FORD E150,4.6,(8 cyl),Auto-L4,2WD,Gasoline,FA,T1,1FMXT04.66BA,van,0,N/A,13,16,14,18.3773,2,no
FORD E150,5.4,(8 cyl),Auto-L4,2WD,Gasoline,CA,LEV,1FMXT05.4RF7,van,0,N/A,13,18,15,19.1402,3,no
