Model,Displ,Cyl,Trans,Drive,Fuel,Sales Area,Stnd,Underhood ID,Veh Class,Air Pollution Score,FE Calc Appr,City MPG,Hwy MPG,Cmb MPG,Unadj Cmb MPG,Greenhouse Gas Score,SmartWay
CHEVROLET Express 3500,5.7,,,,Gasoline,CA,LEV,2GMXA06.0188,van,0,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Express 3500,6,,,,Gasoline,CA,LEV,2GMXA06.0188,van,0,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Express 3500,8.1,,,,Gasoline,CA,LEV,2GMXA08.1201,van,0,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Express 3500 Dual-Fuel,5.7,,,,CNG/gas,CA,LEV,2TJXT05.7188,van,0/0,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Impala,3.8,(6 cyl),Auto-L4,2WD,Gasoline,CA,ULEV,2GMXV03.8044,large car,3,N/A,17,27,20,26.502,6,no
CHEVROLET Impala,3.4,(6 cyl),Auto-L4,2WD,Gasoline,CL,LEV,2GMXV03.8043,large car,2,N/A,19,29,22,29.2549,6,no
CHEVROLET Impala,3.8,(6 cyl),Auto-L4,2WD,Gasoline,CL,LEV,2GMXV03.8043,large car,2,N/A,16,26,20,25.2968,6,no
CHEVROLET Impala,3.8,(6 cyl),Auto-L4,2WD,Gasoline,CL,LEV,2GMXV03.8043,large car,2,N/A,17,27,20,26.502,6,no
CHEVROLET Malibu,3.1,(6 cyl),Auto-L4,2WD,Gasoline,CL,LEV,2GMXV03.8043,midsize car,2,N/A,18,26,21,27.0691,6,no
CHEVROLET Monte Carlo,3.8,(6 cyl),Auto-L4,2WD,Gasoline,CA,ULEV,2GMXV03.8044,midsize car,3,N/A,17,27,20,26.502,6,no
CHEVROLET Monte Carlo,3.4,(6 cyl),Auto-L4,2WD,Gasoline,CL,LEV,2GMXV03.8043,midsize car,2,N/A,19,29,22,29.2549,6,no
CHEVROLET Monte Carlo,3.8,(6 cyl),Auto-L4,2WD,Gasoline,CL,LEV,2GMXV03.8043,midsize car,2,N/A,17,27,20,26.502,6,no
CHEVROLET Prizm,1.8,(4 cyl),Auto-L3,2WD,Gasoline,CL,LEV,2NTXV01.8FFA,small car,2,N/A,25,30,27,35.9588,8,no
CHEVROLET Prizm,1.8,(4 cyl),Auto-L4,2WD,Gasoline,CL,LEV,2NTXV01.8FFA,small car,2,N/A,26,36,30,39.8566,8,no
CHEVROLET Prizm,1.8,(4 cyl),Man-5,2WD,Gasoline,CL,LEV,2NTXV01.8FFA,small car,2,N/A,27,37,31,41.5815,9,no
CHEVROLET S10,2.2,(4 cyl),Auto-L4,2WD,Gasoline,NF,LEV,2GMXT02.2122,pickup,2,N/A,17,23,19,24.7686,5,no
CHEVROLET S10,2.2,(4 cyl),Man-5,2WD,Gasoline,NF,LEV,2GMXT02.2122,pickup,2,N/A,19,25,22,28.3953,6,no
CHEVROLET S10,4.3,(6 cyl),Man-5,2WD,Gasoline,CL,LEV,2GMXT04.3186,pickup,2,N/A,14,20,16,21.1548,4,no
CHEVROLET S10,4.3,(6 cyl),Auto-L4,2WD,Gasoline,CL,LEV,2GMXT04.3186,pickup,2,N/A,15,20,17,22.2783,4,no
CHEVROLET S10,4.3,(6 cyl),Man-5,2WD,Gasoline,NL+CF,LEV,2GMXT04.3182,pickup,1,N/A,14,20,16,21.1548,4,no
CHEVROLET S10,4.3,(6 cyl),Man-5,2WD,Gasoline,CL,LEV,2GMXT04.3187,pickup,1,N/A,14,20,16,21.1548,4,no
CHEVROLET S10,4.3,(6 cyl),Auto-L4,2WD,Gasoline,NL+CF,LEV,2GMXT04.3182,pickup,1,N/A,15,20,17,22.2783,4,no
CHEVROLET S10,4.3,(6 cyl),Auto-L4,2WD,Gasoline,CL,LEV,2GMXT04.3187,pickup,1,N/A,15,20,17,22.2783,4,no
CHEVROLET S10,4.3,(6 cyl),Man-5,4WD,Gasoline,NL+CF,LEV,2GMXT04.3182,pickup,1,N/A,12,16,14,17.6413,2,no
CHEVROLET S10,4.3,(6 cyl),Man-5,4WD,Gasoline,CL,LEV,2GMXT04.3187,pickup,1,N/A,12,16,14,17.6413,2,no
CHEVROLET S10,4.3,(6 cyl),Auto-L4,4WD,Gasoline,NL+CF,LEV,2GMXT04.3182,pickup,1,N/A,14,18,15,19.8471,3,no
CHEVROLET S10,4.3,(6 cyl),Auto-L4,4WD,Gasoline,CL,LEV,2GMXT04.3187,pickup,1,N/A,14,18,15,19.8471,3,no
CHEVROLET Silverado 1500,4.8,(8 cyl),Auto-L4,2WD,Gasoline,CA,LEV,2GMXA04.8183,pickup,1,N/A,14,18,15,19.9382,3,no
CHEVROLET Silverado 1500,4.8,(8 cyl),Man-5,4WD,Gasoline,CA,LEV,2GMXA04.8183,pickup,1,N/A,12,16,14,17.4651,2,no
CHEVROLET Silverado 1500,4.8,(8 cyl),Auto-L4,4WD,Gasoline,CA,LEV,2GMXA04.8183,pickup,1,N/A,13,16,14,18.3477,2,no
CHEVROLET Silverado 1500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,CA,ULEV,2GMXA05.3187,pickup,1,N/A,13,17,15,18.928,3,no
CHEVROLET Silverado 1500,5.3,(8 cyl),Auto-L4,4WD,Gasoline,CA,ULEV,2GMXA05.3187,pickup,1,N/A,13,16,14,17.847,2,no
CHEVROLET Silverado 1500,5.3,(8 cyl),Auto-L4,4WD,Gasoline,CA,ULEV,2GMXA05.3185,pickup,1,N/A,13,16,14,17.847,2,no
CHEVROLET Silverado 1500,4.3,(6 cyl),Auto-L4,2WD,Gasoline,FA,T1,2GMXT04.3184,pickup,0,N/A,14,18,16,20.076,4,no
CHEVROLET Silverado 1500,4.3,(6 cyl),Man-5,2WD,Gasoline,FA,T1,2GMXT04.3184,pickup,0,N/A,15,19,16,21.2604,4,no
CHEVROLET Silverado 1500,4.3,(6 cyl),Man-5,4WD,Gasoline,FA,T1,2GMXT04.3184,pickup,0,N/A,13,16,14,17.9971,2,no
CHEVROLET Silverado 1500,4.3,(6 cyl),Auto-L4,4WD,Gasoline,FA,T1,2GMXT04.3184,pickup,0,N/A,13,17,15,19.0098,3,no
CHEVROLET Silverado 1500,4.8,(8 cyl),Auto-L4,2WD,Gasoline,FA,T1,2GMXT05.3181,pickup,0,N/A,14,18,15,19.9382,3,no
CHEVROLET Silverado 1500,4.8,(8 cyl),Man-5,2WD,Gasoline,FA,T1,2GMXT05.3181,pickup,0,N/A,14,19,16,20.7897,4,no
CHEVROLET Silverado 1500,4.8,(8 cyl),Man-5,4WD,Gasoline,FA,T1,2GMXT05.3181,pickup,0,N/A,12,16,14,17.4651,2,no
CHEVROLET Silverado 1500,4.8,(8 cyl),Auto-L4,4WD,Gasoline,FA,T1,2GMXT05.3181,pickup,0,N/A,13,16,14,18.3477,2,no
CHEVROLET Silverado 1500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,FA,T1,2GMXT05.3181,pickup,0,N/A,13,17,15,18.928,3,no
CHEVROLET Silverado 1500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,FA,T1,2GMXT05.3177,pickup,0,N/A,13,17,15,18.946,3,no
CHEVROLET Silverado 1500,5.3,(8 cyl),Auto-L4,4WD,Gasoline,FA,T1,2GMXT05.3177,pickup,0,N/A,12,16,14,17.6267,2,no
CHEVROLET Silverado 1500,5.3,(8 cyl),Auto-L4,4WD,Gasoline,FA,T1,2GMXT05.3181,pickup,0,N/A,13,16,14,17.847,2,no
CHEVROLET Silverado 1500,5.3,(8 cyl),Auto-L4,4WD,Gasoline,FA,T1,2GMXT05.3182,pickup,0,N/A,13,16,14,17.847,2,no
CHEVROLET Silverado 2500,5.7,,,2WD,Gasoline,CA,LEV,2GMXA06.0188,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Silverado 2500,5.7,,,4WD,Gasoline,CA,LEV,2GMXA06.0188,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Silverado 2500,6,,,2WD,CNG,CA,LEV,2TJXT06.0TCU,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Silverado 2500,6,(8 cyl),Auto-L4,2WD,CNG,CA,LEV,2TJXT06.0TCU,pickup,0,N/A,10,12,11,13.8707,1,no
CHEVROLET Silverado 2500,6,(8 cyl),Auto-L4,2WD,Gasoline,CA,LEV,2TJXT06.0188,pickup,0,N/A,10,13,11,14.3109,0,no
CHEVROLET Silverado 2500,6,,,4WD,CNG,CA,LEV,2TJXT06.0TCU,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Silverado 2500,6,,,2WD,Gasoline,CA,LEV,2GMXA06.0188,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Silverado 2500,6,,,4WD,Gasoline,CA,LEV,2GMXA06.0188,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Silverado 2500,8.1,,,2WD,Gasoline,CA,LEV,2GMXA08.1201,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Silverado 2500,8.1,,,4WD,Gasoline,CA,LEV,2GMXA08.1201,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Silverado 2500,6,,,2WD,CNG/gas,CA,LEV,2TJXT06.0188,pickup,0/0,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Silverado 2500,6,,,4WD,CNG/gas,CA,LEV,2TJXT06.0188,pickup,0/0,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Silverado 2500,6,,,2WD,CNG/gas,CF,N/A*,2TJXT06.0188,pickup,N/A*,N/A,N/A,N/A,N/A,N/A*,N/A*,N/A*
CHEVROLET Silverado 2500,6,,,2WD,CNG,CF,N/A*,2TJXT06.0TCU,pickup,N/A*,N/A,N/A,N/A,N/A,N/A*,N/A*,N/A*
CHEVROLET Silverado 2500,6,(8 cyl),Auto-L4,2WD,CNG,CF,N/A*,2TJXT06.0TCU,pickup,N/A*,N/A,N/A*,N/A*,N/A*,N/A*,N/A*,N/A*
CHEVROLET Silverado 2500,6,(8 cyl),Auto-L4,2WD,Gasoline,CF,N/A*,2TJXT06.0188,pickup,N/A*,N/A,N/A*,N/A*,N/A*,N/A*,N/A*,N/A*
CHEVROLET Silverado 2500,6,,,4WD,CNG/gas,CF,N/A*,2TJXT06.0188,pickup,N/A*,N/A,N/A,N/A,N/A,N/A*,N/A*,N/A*
CHEVROLET Silverado 2500,6,,,4WD,CNG,CF,N/A*,2TJXT06.0TCU,pickup,N/A*,N/A,N/A,N/A,N/A,N/A*,N/A*,N/A*
CHEVROLET Silverado 3500,5.7,,,2WD,Gasoline,CA,LEV,2GMXA06.0188,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Silverado 3500,5.7,,,4WD,Gasoline,CA,LEV,2GMXA06.0188,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Silverado 3500,6,,,2WD,Gasoline,CA,LEV,2GMXA06.0188,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Silverado 3500,6,,,4WD,Gasoline,CA,LEV,2GMXA06.0188,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Silverado 3500,8.1,,,2WD,Gasoline,CA,LEV,2GMXA08.1203,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Silverado 3500,8.1,,,4WD,Gasoline,CA,LEV,2GMXA08.1203,pickup,0,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Suburban 1500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,CA,ULEV,2GMXA05.3185,SUV,1,N/A,13,17,14,18.4479,2,no
CHEVROLET Suburban 1500,5.3,(8 cyl),Auto-L4,4WD,Gasoline,CA,ULEV,2GMXA05.3185,SUV,1,N/A,12,15,13,16.9778,1,no
CHEVROLET Suburban 1500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,FA,T1,2GMXT05.3188,SUV,0,N/A,13,17,14,18.3529,2,no
CHEVROLET Suburban 1500,5.3,(8 cyl),Auto-L4,4WD,Gasoline,FA,T1,2GMXT05.3188,SUV,0,N/A,12,16,14,17.4032,2,no
CHEVROLET Suburban 2500,5.7,,,2WD,Gasoline,CA,LEV,2GMXA06.0188,SUV,0,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Suburban 2500,5.7,,,4WD,Gasoline,CA,LEV,2GMXA06.0188,SUV,0,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Suburban 2500,6,,,2WD,Gasoline,CA,LEV,2GMXA06.0188,SUV,0,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Suburban 2500,6,,,4WD,Gasoline,CA,LEV,2GMXA06.0188,SUV,0,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Suburban 2500,8.1,,,2WD,Gasoline,CA,LEV,2GMXA08.1201,SUV,0,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Suburban 2500,8.1,,,4WD,Gasoline,CA,LEV,2GMXA08.1201,SUV,0,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Tahoe 1500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,CA,ULEV,2GMXA05.3185,SUV,1,N/A,13,17,14,18.4479,2,no
CHEVROLET Tahoe 1500,5.3,(8 cyl),Auto-L4,4WD,Gasoline,CA,ULEV,2GMXA05.3185,SUV,1,N/A,13,16,14,17.7557,2,no
CHEVROLET Tahoe 1500,4.8,(8 cyl),Auto-L4,2WD,Gasoline,CA,LEV,2GMXA04.8184,SUV,0,N/A,13,18,15,19.2452,3,no
CHEVROLET Tahoe 1500,4.8,(8 cyl),Auto-L4,4WD,Gasoline,CA,LEV,2GMXA04.8184,SUV,0,N/A,13,16,14,17.9971,2,no
CHEVROLET Tahoe 1500,4.8,(8 cyl),Auto-L4,2WD,Gasoline,FA,T1,2GMXT05.3182,SUV,0,N/A,13,18,15,19.2452,3,no
CHEVROLET Tahoe 1500,4.8,(8 cyl),Auto-L4,4WD,Gasoline,FA,T1,2GMXT05.3182,SUV,0,N/A,13,16,14,17.9971,2,no
CHEVROLET Tahoe 1500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,FA,T1,2GMXT05.3188,SUV,0,N/A,13,17,14,18.3529,2,no
CHEVROLET Tahoe 1500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,FA,T1,2GMXT05.3182,SUV,0,N/A,13,17,14,18.4479,2,no
CHEVROLET Tahoe 1500,5.3,(8 cyl),Auto-L4,4WD,Gasoline,FA,T1,2GMXT05.3188,SUV,0,N/A,12,16,14,17.5142,2,no
CHEVROLET Tracker,2,(4 cyl),Auto-L4,2WD,Gasoline,CL,LEV,2SKXX2.00LC4,SUV,2,N/A,20,24,22,28.5011,6,no
CHEVROLET Tracker,2,(4 cyl),Man-5,2WD,Gasoline,CL,LEV,2SKXX2.00LC4,SUV,2,N/A,20,24,22,28.5011,6,no
CHEVROLET Tracker,2,(4 cyl),Auto-L4,4WD,Gasoline,CL,LEV,2SKXX2.00LC4,SUV,2,N/A,20,23,21,27.5233,6,no
CHEVROLET Tracker,2,(4 cyl),Man-5,4WD,Gasoline,CL,LEV,2SKXX2.00LC4,SUV,2,N/A,20,23,21,27.5888,6,no
CHEVROLET Tracker Convertible,2,(4 cyl),Man-5,2WD,Gasoline,CL,LEV,2SKXX2.00LC4,SUV,2,N/A,20,24,22,28.5011,6,no
CHEVROLET Tracker Convertible,2,(4 cyl),Auto-L4,2WD,Gasoline,CL,LEV,2SKXX2.00LC4,SUV,2,N/A,20,24,22,28.6082,6,no
CHEVROLET Tracker Convertible,2,(4 cyl),Auto-L4,4WD,Gasoline,CL,LEV,2SKXX2.00LC4,SUV,2,N/A,20,23,21,27.6619,6,no
CHEVROLET Tracker Convertible,2,(4 cyl),Man-5,4WD,Gasoline,CL,LEV,2SKXX2.00LC4,SUV,2,N/A,20,23,21,27.8986,6,no
CHEVROLET Tracker LT,2.5,(6 cyl),Auto-L4,2WD,Gasoline,CL,LEV,2SKXT2.49LC1,SUV,2,N/A,17,19,18,23.0629,5,no
CHEVROLET Tracker LT,2.5,(6 cyl),Auto-L4,4WD,Gasoline,CL,LEV,2SKXT2.49LC1,SUV,2,N/A,16,19,17,22.3507,4,no
CHEVROLET Tracker ZR2,2.5,(6 cyl),Auto-L4,2WD,Gasoline,CL,LEV,2SKXT2.49LC1,SUV,2,N/A,16,19,17,22.4524,4,no
CHEVROLET Tracker ZR2 Convertible,2,(4 cyl),Auto-L4,4WD,Gasoline,CL,LEV,2SKXX2.00LC4,SUV,2,N/A,19,23,21,27.2833,6,no
CHEVROLET Tracker ZR2 Convertible,2,(4 cyl),Man-5,4WD,Gasoline,CL,LEV,2SKXX2.00LC4,SUV,2,N/A,20,23,21,28.1354,6,no
CHEVROLET Trailblazer,4.2,(6 cyl),Auto-L4,2WD,Gasoline,CL,LEV,2GMXT04.2185,SUV,1,N/A,14,20,16,20.8709,4,no
CHEVROLET Trailblazer,4.2,(6 cyl),Auto-L4,4WD,Gasoline,CL,LEV,2GMXT04.2185,SUV,1,N/A,14,20,16,20.5838,4,no
CHEVROLET Trailblazer,4.2,(6 cyl),Auto-L4,2WD,Gasoline,CA,LEV,2GMXA04.2187,SUV,1,N/A,14,19,16,20.0082,4,no
CHEVROLET Trailblazer,4.2,(6 cyl),Auto-L4,4WD,Gasoline,CA,LEV,2GMXA04.2187,SUV,1,N/A,14,19,15,19.8854,3,no
CHEVROLET Trailblazer,4.2,(6 cyl),Auto-L4,2WD,Gasoline,FA,T1,2GMXT04.2188,SUV,0,N/A,14,19,16,20.0082,4,no
CHEVROLET Trailblazer,4.2,(6 cyl),Auto-L4,4WD,Gasoline,FA,T1,2GMXT04.2188,SUV,0,N/A,14,19,15,19.8854,3,no
CHEVROLET Van 1500,4.3,(6 cyl),Auto-L4,2WD,Gasoline,CA,LEV,2GMXA04.3192,van,1,N/A,13,17,15,18.9215,3,no
CHEVROLET Van 1500,4.3,(6 cyl),Auto-L4,2WD,Gasoline,FA+CF,LEV,2GMXT04.3193,van,0,N/A,13,17,15,18.9215,3,no
CHEVROLET Van 1500,4.3,(6 cyl),Auto-L4,2WD,Gasoline,FA,T1,2GMXT04.3180,van,0,N/A,13,17,15,18.9215,3,no
CHEVROLET Van 1500,4.3,(6 cyl),Auto-L4,2WD,Gasoline,FA,T1,2GMXT04.3185,van,0,N/A,13,17,15,18.9215,3,no
CHEVROLET Van 1500,5,(8 cyl),Auto-L4,2WD,Gasoline,FA,T1,2GMXT05.0181,van,0,N/A,13,17,15,19.0459,3,no
CHEVROLET Van 1500,5,(8 cyl),Auto-L4,2WD,Gasoline,FA,T1,2GMXT05.0182,van,0,N/A,13,17,15,19.0459,3,no
CHEVROLET Van 1500,5,(8 cyl),Auto-L4,2WD,Gasoline,CA,T1,2GMXT05.0181,van,0,N/A,13,17,15,19.0459,3,no
CHEVROLET Van 1500,5,(8 cyl),Auto-L4,2WD,Gasoline,CA,T1,2GMXT05.0182,van,0,N/A,13,17,15,19.0459,3,no
CHEVROLET Van 1500,5.7,(8 cyl),Auto-L4,2WD,Gasoline,FA+CF,LEV,2GMXT05.7195,van,0,N/A,12,16,14,17.7255,2,no
CHEVROLET Van 1500,5.7,(8 cyl),Auto-L4,2WD,Gasoline,CA,LEV,2GMXA06.0194,van,0,N/A,12,16,14,17.7255,2,no
CHEVROLET Van 1500,5.7,(8 cyl),Auto-L4,2WD,Gasoline,FA,T1,2GMXT06.0187,van,0,N/A,12,16,14,17.7255,2,no
CHEVROLET Van 2500,4.3,(6 cyl),Auto-L4,2WD,Gasoline,CA,LEV,2GMXA04.3192,van,1,N/A,13,17,15,18.9215,3,no
CHEVROLET Van 2500,4.3,(6 cyl),Auto-L4,2WD,Gasoline,FA+CF,LEV,2GMXT04.3193,van,0,N/A,13,17,15,18.9215,3,no
CHEVROLET Van 2500,4.3,(6 cyl),Auto-L4,2WD,Gasoline,FA,T1,2GMXT04.3180,van,0,N/A,13,17,15,18.9215,3,no
CHEVROLET Van 2500,4.3,(6 cyl),Auto-L4,2WD,Gasoline,FA,T1,2GMXT04.3185,van,0,N/A,13,17,15,18.9215,3,no
CHEVROLET Van 2500,5,(8 cyl),Auto-L4,2WD,Gasoline,FA,T1,2GMXT05.0181,van,0,N/A,13,17,15,19.0459,3,no
CHEVROLET Van 2500,5,(8 cyl),Auto-L4,2WD,Gasoline,FA,T1,2GMXT05.0182,van,0,N/A,13,17,15,19.0459,3,no
CHEVROLET Van 2500,5,(8 cyl),Auto-L4,2WD,Gasoline,CA,T1,2GMXT05.0181,van,0,N/A,13,17,15,19.0459,3,no
CHEVROLET Van 2500,5,(8 cyl),Auto-L4,2WD,Gasoline,CA,T1,2GMXT05.0182,van,0,N/A,13,17,15,19.0459,3,no
CHEVROLET Van 2500,5.7,(8 cyl),Auto-L4,2WD,Gasoline,FA+CF,LEV,2GMXT05.7195,van,0,N/A,12,16,14,17.7255,2,no
CHEVROLET Van 2500,5.7,(8 cyl),Auto-L4,2WD,Gasoline,CA,LEV,2GMXA06.0194,van,0,N/A,12,16,14,17.7255,2,no
CHEVROLET Van 2500,5.7,(8 cyl),Auto-L4,2WD,Gasoline,FA,T1,2GMXT06.0187,van,0,N/A,12,16,14,17.7255,2,no
CHEVROLET Van 3500,5.7,,,,Gasoline,CA,LEV,2GMXA06.0188,van,0,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Van 3500,6,,,,Gasoline,CA,LEV,2GMXA06.0188,van,0,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Van 3500,8.1,,,,Gasoline,CA,LEV,2GMXA08.1201,van,0,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Van 3500 Dual-Fuel,5.7,,,,CNG/gas,CA,LEV,2TJXT05.7188,van,0/0,N/A,N/A,N/A,N/A,N/A,N/A,no
CHEVROLET Venture,3.4,(6 cyl),Auto-L4,2WD,Gasoline,CA,ULEV,2GMXT03.4142,minivan,2,N/A,17,24,20,25.3963,6,no
CHEVROLET Venture,3.4,(6 cyl),Auto-L4,4WD,Gasoline,CA,ULEV,2GMXT03.4142,minivan,2,N/A,16,22,18,23.565,5,no
CHEVROLET Venture,3.4,(6 cyl),Auto-L4,2WD,Gasoline,NL,LEV,2GMXT03.4141,minivan,1,N/A,17,24,20,25.3963,6,no
CHEVROLET Venture,3.4,(6 cyl),Auto-L4,2WD,Gasoline,NL+CF,LEV,2GMXT03.4143,minivan,1,N/A,17,24,20,25.3963,6,no
CHEVROLET Venture,3.4,(6 cyl),Auto-L4,4WD,Gasoline,NL,LEV,2GMXT03.4141,minivan,1,N/A,16,22,18,23.565,5,no
CHEVROLET Venture,3.4,(6 cyl),Auto-L4,4WD,Gasoline,NL+CF,LEV,2GMXT03.4143,minivan,1,N/A,16,22,18,23.565,5,no
CHRYSLER 300,3.5,(6 cyl),Auto-S4,2WD,Gasoline,CL,LEV,2CRXV03.5VD0,large car,2,N/A,16,24,19,24.358,5,no
CHRYSLER Caravan,3.8,(6 cyl),Auto-S4,4WD,Gasoline,CL,LEV,2CRXT03.82D0,minivan,1,N/A,15,21,17,22.3883,4,no
CHRYSLER Caravan,3.8,(6 cyl),Auto-L4,4WD,Gasoline,CL,LEV,2CRXT03.82D0,minivan,1,N/A,15,21,18,22.7251,5,no
CHRYSLER Concorde,2.7,(6 cyl),Auto-L4,2WD,Gasoline,CL,LEV,2CRXV03.5VD0,large car,2,N/A,18,26,21,26.8322,6,no
CHRYSLER Concorde,3.5,(6 cyl),Auto-L4,2WD,Gasoline,CL,LEV,2CRXV03.5VD0,large car,2,N/A,16,24,19,24.6822,5,no
CHRYSLER PT Cruiser,2.4,(4 cyl),Auto-L4,2WD,Gasoline,CA,ULEV,2CRXV0148V40,SUV,3,N/A,17,23,20,25.4501,6,no
CHRYSLER PT Cruiser,2.4,(4 cyl),Auto-L4,2WD,Gasoline,CL,LEV,2CRXV02.4VD0,SUV,2,N/A,17,23,20,25.4501,6,no
CHRYSLER PT Cruiser,2.4,(4 cyl),Man-5,2WD,Gasoline,CL,LEV,2CRXV02.4VD0,SUV,2,N/A,19,27,22,28.3352,6,no
CHRYSLER Prowler,3.5,(6 cyl),Auto-S4,2WD,Gasoline,CL,T1,2CRXV03.5VB0,small car,1,N/A,16,21,18,23.1139,5,no
CHRYSLER Sebring,2.4,(4 cyl),Auto-L4,2WD,Gasoline,NF,LEV,2CRXV02.4VD0,midsize car,2,N/A,19,27,22,28.3466,6,no
CHRYSLER Sebring,2.4,(4 cyl),Auto-L4,2WD,Gasoline,CL,LEV,2DSXV02.4GNG,small car,2,N/A,19,26,21,27.6434,6,no
CHRYSLER Sebring,2.4,(4 cyl),Man-5,2WD,Gasoline,CL,LEV,2DSXV02.4GNG,small car,2,N/A,19,27,22,28.8702,6,no
CHRYSLER Sebring,2.7,(6 cyl),Auto-S4,2WD,Gasoline,CL,LEV,2CRXV02.7VD0,midsize car,2,N/A,18,25,21,26.7303,6,no
CHRYSLER Sebring,2.7,(6 cyl),Auto-L4,2WD,Gasoline,CL,LEV,2CRXV02.7VD0,midsize car,2,N/A,18,26,21,26.8322,6,no
CHRYSLER Sebring,3,(6 cyl),Auto-S4,2WD,Gasoline,CL,LEV,2DSXV03.0GNS,small car,2,N/A,17,26,20,26.5361,6,no
CHRYSLER Sebring,3,(6 cyl),Auto-S4,2WD,Gasoline,CL,LEV,2DSXV03.0GNF,small car,2,N/A,18,25,20,26.5166,6,no
CHRYSLER Sebring,3,(6 cyl),Auto-L4,2WD,Gasoline,CL,LEV,2DSXV03.0GNF,small car,2,N/A,18,25,20,26.6506,6,no
CHRYSLER Sebring,3,(6 cyl),Auto-L4,2WD,Gasoline,CL,LEV,2DSXV03.0GNS,small car,2,N/A,18,26,20,26.6171,6,no
CHRYSLER Sebring,3,(6 cyl),Man-5,2WD,Gasoline,CL,LEV,2DSXV03.0GNS,small car,2,N/A,18,26,21,27.0586,6,no
CHRYSLER Sebring,3,(6 cyl),Man-5,2WD,Gasoline,CL,LEV,2DSXV03.0GNF,small car,2,N/A,19,26,22,28.3038,6,no
CHRYSLER Sebring Convertible,2.4,(4 cyl),Auto-L4,2WD,Gasoline,NF,LEV,2CRXV02.4VD0,small car,2,N/A,19,27,22,28.3466,6,no
CHRYSLER Sebring Convertible,2.7,(6 cyl),Auto-S4,2WD,Gasoline,CL,LEV,2CRXV02.7VD0,small car,2,N/A,17,24,20,25.7621,6,no
CHRYSLER Sebring Convertible,2.7,(6 cyl),Auto-L4,2WD,Gasoline,CL,LEV,2CRXV02.7VD0,small car,2,N/A,17,24,20,26.1024,6,no
CHRYSLER Sebring Convertible,2.7,(6 cyl),Man-5,2WD,Gasoline,CL,LEV,2CRXV02.7VD0,small car,2,N/A,17,25,20,26.2965,6,no
CHRYSLER Town & Country,2.4,(4 cyl),Auto-L3,2WD,Gasoline,CL,LEV,2CRXT02.42D0,minivan,1,N/A,17,23,19,25.026,5,no
CHRYSLER Town & Country,2.4,(4 cyl),Auto-L4,2WD,Gasoline,CL,LEV,2CRXT02.42D0,minivan,1,N/A,17,24,20,25.841,6,no
CHRYSLER Town & Country,3.8,(6 cyl),Auto-L4,2WD,Gasoline,CL,LEV,2CRXT03.82D0,minivan,1,N/A,16,22,18,23.1987,5,no
CHRYSLER Town & Country,3.8,(6 cyl),Auto-L4,4WD,Gasoline,CL,LEV,2CRXT03.82D0,minivan,1,N/A,15,21,17,22.1907,4,no
