Model,Displ,Cyl,Trans,Drive,Fuel,Sales Area,Stnd,Stnd Description,Underhood ID,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay
DODGE RAM 1500,5.2,8,Man-5,4WD,Gasoline,CA,T1,TIER 1,YCRXA0360H11,pickup,0,12,16,13,1,no
DODGE RAM 1500,5.2,8,Man-5,2WD,Gasoline,CA,T1,TIER 1,YCRXA0360J11,pickup,0,12,18,14,2,no
DODGE RAM 1500,5.2,8,Man-5,4WD,Gasoline,CA,T1,TIER 1,YCRXA0360J11,pickup,0,12,16,13,1,no
DODGE RAM 1500,5.9,8,Auto-L4,2WD,Gasoline,CA,LEV,LEV,YCRXA0360J31,pickup,0,11,17,13,1,no
DODGE RAM 1500,5.9,8,Auto-L4,4WD,Gasoline,CA,LEV,LEV,YCRXA0360J31,pickup,0,11,16,13,1,no
DODGE RAM 1500,5.9,8,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YCRXT05.95B1,pickup,0,11,17,13,1,no
DODGE RAM 1500,5.9,8,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YCRXT05.95B1,pickup,0,11,16,13,1,no
DODGE RAM 1500,5.9,8,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YCRXT05.96B1,pickup,0,11,17,13,1,no
DODGE RAM 1500,5.9,8,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YCRXT05.96B1,pickup,0,11,16,13,1,no
DODGE RAM 2500,5.2,,,2WD,Gasoline,CA,LEV,LEV,YCRXA0360J31,pickup,0,N/A,N/A,N/A,N/A,no
DODGE RAM 2500,5.2,,,4WD,Gasoline,CA,LEV,LEV,YCRXA0360J31,pickup,0,N/A,N/A,N/A,N/A,no
DODGE RAM 2500,5.2,,,,Gasoline,CA,LEV,LEV,YCRXA0360J31,special purpose,0,N/A,N/A,N/A,N/A,no
DODGE RAM 2500,5.2,,,2WD,Gasoline,FA,T1,TIER 1,YCRXT05.9AB1,pickup,0,N/A,N/A,N/A,N/A,no
DODGE RAM 2500,5.2,,,4WD,Gasoline,FA,T1,TIER 1,YCRXT05.9AB1,pickup,0,N/A,N/A,N/A,N/A,no
DODGE RAM 2500,5.2,,,,Gasoline,FA,T1,TIER 1,YCRXT05.9AB1,special purpose,0,N/A,N/A,N/A,N/A,no
DODGE RAM 2500,5.2,,,2WD,Gasoline,CA,T1,TIER 1,YCRXA0360J11,pickup,0,N/A,N/A,N/A,N/A,no
DODGE RAM 2500,5.2,,,4WD,Gasoline,CA,T1,TIER 1,YCRXA0360J11,pickup,0,N/A,N/A,N/A,N/A,no
DODGE RAM 2500,5.2,,,,Gasoline,CA,T1,TIER 1,YCRXA0360J11,special purpose,0,N/A,N/A,N/A,N/A,no
DODGE RAM 2500,5.9,,,2WD,Gasoline,CA,LEV,LEV,YCRXA0360J31,pickup,0,N/A,N/A,N/A,N/A,no
DODGE RAM 2500,5.9,,,4WD,Gasoline,CA,LEV,LEV,YCRXA0360J31,pickup,0,N/A,N/A,N/A,N/A,no
DODGE RAM 2500,5.9,,,,Gasoline,CA,LEV,LEV,YCRXA0360J31,special purpose,0,N/A,N/A,N/A,N/A,no
DODGE RAM 2500,5.9,,,2WD,Gasoline,FA,T1,TIER 1,YCRXT05.9AB1,pickup,0,N/A,N/A,N/A,N/A,no
DODGE RAM 2500,5.9,,,4WD,Gasoline,FA,T1,TIER 1,YCRXT05.9AB1,pickup,0,N/A,N/A,N/A,N/A,no
DODGE RAM 2500,5.9,,,,Gasoline,FA,T1,TIER 1,YCRXT05.9AB1,special purpose,0,N/A,N/A,N/A,N/A,no
DODGE RAM 2500,5.9,,,2WD,Gasoline,CA,T1,TIER 1,YCRXA0360J11,pickup,0,N/A,N/A,N/A,N/A,no
DODGE RAM 2500,5.9,,,4WD,Gasoline,CA,T1,TIER 1,YCRXA0360J11,pickup,0,N/A,N/A,N/A,N/A,no
DODGE RAM 2500,5.9,,,,Gasoline,CA,T1,TIER 1,YCRXA0360J11,special purpose,0,N/A,N/A,N/A,N/A,no
DODGE RAM 2500,8,,,2WD,Gasoline,CA,T1,TIER 1,YCRXA0488J11,pickup,0,N/A,N/A,N/A,N/A,no
DODGE RAM 2500,8,,,4WD,Gasoline,CA,T1,TIER 1,YCRXA0488J11,pickup,0,N/A,N/A,N/A,N/A,no
DODGE RAM 3500,5.2,,,2WD,Gasoline,CA,LEV,LEV,YCRXA0360J31,pickup,0,N/A,N/A,N/A,N/A,no
DODGE RAM 3500,5.2,,,4WD,Gasoline,CA,LEV,LEV,YCRXA0360J31,pickup,0,N/A,N/A,N/A,N/A,no
DODGE RAM 3500,5.2,,,,Gasoline,CA,LEV,LEV,YCRXA0360J31,special purpose,0,N/A,N/A,N/A,N/A,no
DODGE RAM 3500,5.2,,,2WD,Gasoline,CA,T1,TIER 1,YCRXA0360J11,pickup,0,N/A,N/A,N/A,N/A,no
DODGE RAM 3500,5.2,,,4WD,Gasoline,CA,T1,TIER 1,YCRXA0360J11,pickup,0,N/A,N/A,N/A,N/A,no
DODGE RAM 3500,5.2,,,,Gasoline,CA,T1,TIER 1,YCRXA0360J11,special purpose,0,N/A,N/A,N/A,N/A,no
DODGE RAM 3500,5.9,,,2WD,Gasoline,CA,LEV,LEV,YCRXA0360J31,pickup,0,N/A,N/A,N/A,N/A,no
DODGE RAM 3500,5.9,,,4WD,Gasoline,CA,LEV,LEV,YCRXA0360J31,pickup,0,N/A,N/A,N/A,N/A,no
DODGE RAM 3500,5.9,,,,Gasoline,CA,LEV,LEV,YCRXA0360J31,special purpose,0,N/A,N/A,N/A,N/A,no
DODGE RAM 3500,5.9,,,2WD,Gasoline,CA,T1,TIER 1,YCRXA0360J11,pickup,0,N/A,N/A,N/A,N/A,no
DODGE RAM 3500,5.9,,,4WD,Gasoline,CA,T1,TIER 1,YCRXA0360J11,pickup,0,N/A,N/A,N/A,N/A,no
DODGE RAM 3500,5.9,,,,Gasoline,CA,T1,TIER 1,YCRXA0360J11,special purpose,0,N/A,N/A,N/A,N/A,no
DODGE RAM 3500,8,,,2WD,Gasoline,CA,T1,TIER 1,YCRXA0488J11,pickup,0,N/A,N/A,N/A,N/A,no
DODGE RAM 3500,8,,,4WD,Gasoline,CA,T1,TIER 1,YCRXA0488J11,pickup,0,N/A,N/A,N/A,N/A,no
DODGE RAM 3500,8,,,2WD,Gasoline,CA,T1,TIER 1,YCRXA0488K11,pickup,0,N/A,N/A,N/A,N/A,no
DODGE RAM 3500,8,,,4WD,Gasoline,CA,T1,TIER 1,YCRXA0488K11,pickup,0,N/A,N/A,N/A,N/A,no
DODGE RAM 3500,8,,,,Gasoline,CA,T1,TIER 1,YCRXA0488K11,special purpose,0,N/A,N/A,N/A,N/A,no
DODGE Stratus,2,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YCRXV0122V31,midsize car,2,19,27,22,6,no
DODGE Stratus,2.4,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YCRXV0148V30,midsize car,2,17,25,20,6,no
DODGE Stratus,2.5,6,Auto-L4,2WD,Gasoline,CL,TLEV,TLEV,YCRXV0152V20,midsize car,1,16,24,19,5,no
DODGE Stratus,2.5,6,Auto-L4,2WD,Gasoline,CL,TLEV,TLEV,YCRXV0152V20,midsize car,1,17,25,20,6,no
DODGE Stratus,2,4,Auto-L4,2WD,Gasoline,CL,T1,TIER 1,YCRXV02.0VB1,midsize car,0,19,27,22,6,no
DODGE Stratus,2.4,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YCRXV02.4VB0,midsize car,0,17,25,20,6,no
DODGE Stratus,2.5,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YCRXV02.5VB0,midsize car,0,16,24,19,5,no
DODGE Stratus,2.5,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YCRXV02.5VB0,midsize car,0,17,25,20,6,no
DODGE Viper,8,10,Man-6,2WD,Gasoline,CL,T1,TIER 1,YCRXV08.0VB1,small car,0,11,19,14,2,no
DODGE Viper Convertible,8,10,Man-6,2WD,Gasoline,CL,T1,TIER 1,YCRXV08.0VB1,small car,0,11,19,14,2,no
EUROPA G500,5,,,4WD,Gasoline,CL,T1,TIER 1,YE4XT05.0ALW,special purpose,0,N/A,N/A,N/A,N/A,no
FERRARI 360 Modena/Spider,3.6,8,Auto-S6,2WD,Gasoline,CL,LEV,LEV,YFEXV03.6LEV,small car,2,10,15,11,0,no
FERRARI 360 Modena/Spider,3.6,8,Man-6,2WD,Gasoline,CL,LEV,LEV,YFEXV03.6LEV,small car,2,10,15,11,0,no
FERRARI 456 MGT/MGTA,5.5,12,Auto-L4,2WD,Gasoline,CL,T1,TIER 1,YFEXV05.5C00,small car,0,9,14,11,0,no
FERRARI 456 MGT/MGTA,5.5,12,Man-6,2WD,Gasoline,CL,T1,TIER 1,YFEXV05.5C00,small car,0,9,15,11,0,no
FERRARI 550 Maranello,5.5,12,Man-6,2WD,Gasoline,CL,T1,TIER 1,YFEXV05.5C00,small car,0,8,12,9,0,no
FORD Contour,2,4,Auto-L4,2WD,Gasoline,CE,TLEV,TLEV,YFMXV02.0VDC,small car,1,19,28,23,7,no
FORD Contour,2,4,Man-5,2WD,Gasoline,CE,TLEV,TLEV,YFMXV02.0VDC,small car,1,21,31,25,7,no
FORD Contour,2,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YFMXV02.0VBF,small car,0,19,28,23,7,no
FORD Contour,2,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YFMXV02.0VBF,small car,0,21,31,25,7,no
FORD Contour,2.5,6,Auto-L4,2WD,Gasoline,CL,T1,TIER 1,YFMXV02.5VBC,small car,0,18,26,21,6,no
FORD Contour,2.5,6,Man-5,2WD,Gasoline,CL,T1,TIER 1,YFMXV02.5VBC,small car,0,18,27,21,6,no
FORD Crown Victoria,4.6,8,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YFMXV04.6VFR,large car,2,16,23,18,5,no
FORD Crown Victoria,4.6,8,Auto-L4,2WD,Gasoline,CL,T1,TIER 1,YFMXV04.6VB5,large car,0,16,23,18,5,no
FORD E150,4.2,6,Auto-L4,2WD,Gasoline,CA,LEV,LEV,YFMXT04.2HGC,van,1,13,17,14,2,no
FORD E150,4.2,6,Auto-L4,2WD,Gasoline,CF,N/A*,LEV,YFMXT04.2HGC,van,N/A*,N/A*,N/A*,N/A*,N/A*,N/A*
FORD E150,4.2,6,Auto-L4,2WD,Gasoline,CA,LEV,LEV,YFMXT04.2JGC,van,0,13,17,14,2,no
FORD E150,4.2,6,Auto-L4,2WD,Gasoline,CA,LEV,LEV,YFMXT04.2JGC,van,0,12,16,14,2,no
FORD E150,4.2,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YFMXT04.25BF,van,0,13,17,14,2,no
FORD E150,4.2,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YFMXT04.26BF,van,0,12,16,14,2,no
FORD E150,4.6,8,Auto-L4,2WD,Gasoline,CA,LEV,LEV,YFMXT04.66FF,van,0,13,18,15,3,no
FORD E150,4.6,8,Auto-L4,2WD,Gasoline,CA,LEV,LEV,YFMXT04.66FF,van,0,13,17,15,3,no
FORD E150,4.6,8,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YFMXT04.66BA,van,0,13,18,15,3,no
FORD E150,4.6,8,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YFMXT04.66BA,van,0,13,17,15,3,no
FORD E150,5.4,8,Auto-L4,2WD,Gasoline,CA,LEV,LEV,YFMXT05.4RF7,van,0,13,18,15,3,no
FORD E150,5.4,8,Auto-L4,2WD,Gasoline,CA,LEV,LEV,YFMXT05.4RF7,van,0,12,16,13,1,no
FORD E250,5.4,,,,CNG,CA,SLEV,SULEV,YFMXT05.4RP6,van,2,N/A,N/A,N/A,N/A,no
FORD E250,5.4,,,,CNG,CF,N/A*,ULEV,YFMXT05.4RP6,van,N/A*,N/A,N/A,N/A,N/A*,N/A*
FORD E250,4.2,,,,Gasoline,CA,LEV,LEV,YFMXT04.2JGC,special purpose,0,N/A,N/A,N/A,N/A,no
FORD E250,4.2,6,Auto-L4,2WD,Gasoline,CA,LEV,LEV,YFMXT04.2JGC,van,0,12,16,14,2,no
FORD E250,4.2,,,,Gasoline,FA,T1,TIER 1,YFMXT04.26BF,special purpose,0,N/A,N/A,N/A,N/A,no
FORD E250,4.2,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YFMXT04.26BF,van,0,12,16,14,2,no
FORD E250,5.4,8,Auto-L4,2WD,Gasoline,CA,LEV,LEV,YFMXT05.4RF7,van,0,12,17,13,1,no
FORD E350,5.4,,,,CNG,CA,SLEV,SULEV,YFMXT05.4RP6,van,2,N/A,N/A,N/A,N/A,no
FORD E350,5.4,,,,CNG,CF,N/A*,ULEV,YFMXT05.4RP6,van,N/A*,N/A,N/A,N/A,N/A*,N/A*
FORD E350,5.4,,,,Gasoline,CA,LEV,LEV,YFMXT05.4RF7,van,0,N/A,N/A,N/A,N/A,no
FORD E350,6.8,,,,Gasoline,CA,LEV,LEV,YFMXA06.8JGC,van,0,N/A,N/A,N/A,N/A,no
FORD Escort,2,4,Auto-L4,2WD,Gasoline,NF,LEV,LEV,YFMXV02.0VF2,small car,2,22,31,26,8,no
FORD Escort,2,4,Man-5,2WD,Gasoline,NF,LEV,LEV,YFMXV02.0VF2,small car,2,24,32,27,8,no
FORD Escort ZX2,2,4,Man-5,2WD,Gasoline,NF,LEV,LEV,YFMXV02.0VF5,small car,2,22,30,25,7,no
FORD Escort ZX2,2,4,Auto-L4,2WD,Gasoline,NF,LEV,LEV,YFMXV02.0VF5,small car,2,22,30,25,7,no
FORD Escort ZX2,2,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YFMXV02.0VBB,small car,0,22,30,25,7,no
FORD Escort ZX2,2,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YFMXV02.0VBB,small car,0,22,30,25,7,no
FORD Excursion,5.4,,,2WD,Gasoline,CA,LEV,LEV,YFMXA05.4JGP,SUV,0,N/A,N/A,N/A,N/A,no
FORD Excursion,5.4,,,4WD,Gasoline,CA,LEV,LEV,YFMXA05.4JGP,SUV,0,N/A,N/A,N/A,N/A,no
FORD Excursion,6.8,,,2WD,Gasoline,CA,LEV,LEV,YFMXA06.8JGN,SUV,0,N/A,N/A,N/A,N/A,no
FORD Excursion,6.8,,,4WD,Gasoline,CA,LEV,LEV,YFMXA06.8JGN,SUV,0,N/A,N/A,N/A,N/A,no
FORD Expedition,4.6,8,Auto-L4,2WD,Gasoline,CA,LEV,LEV,YFMXT04.66FF,SUV,0,13,18,15,3,no
FORD Expedition,4.6,8,Auto-L4,4WD,Gasoline,CA,LEV,LEV,YFMXT04.66FF,SUV,0,12,17,14,2,no
FORD Expedition,5.4,8,Auto-L4,2WD,Gasoline,CA,LEV,LEV,YFMXT05.4RF7,SUV,0,12,17,13,1,no
FORD Expedition,5.4,8,Auto-L4,4WD,Gasoline,CA,LEV,LEV,YFMXT05.4RF7,SUV,0,11,15,13,1,no
FORD Explorer,4,6,Auto-L5,2WD,Gasoline,NF,LEV,LEV,YFMXT04.02F2,SUV,1,14,19,16,4,no
FORD Explorer,4,6,Auto-L5,2WD,Gasoline,NF,LEV,LEV,YFMXT04.02F3,SUV,1,14,19,16,4,no
FORD Explorer,4,6,Man-5,2WD,Gasoline,NF,LEV,LEV,YFMXT04.02F2,SUV,1,16,21,18,5,no
FORD Explorer,4,6,Auto-L5,4WD,Gasoline,NF,LEV,LEV,YFMXT04.02F2,SUV,1,14,18,15,3,no
FORD Explorer,4,6,Auto-L5,4WD,Gasoline,NF,LEV,LEV,YFMXT04.02F3,SUV,1,14,19,16,4,no
FORD Explorer,4,6,Man-5,4WD,Gasoline,NF,LEV,LEV,YFMXT04.02F2,SUV,1,15,19,16,4,no
FORD Explorer,5,8,Auto-L4,2WD,Gasoline,NF,LEV,LEV,YFMXT05.02F5,SUV,1,13,18,15,3,no
FORD Explorer,5,8,Auto-L4,4WD,Gasoline,NF,LEV,LEV,YFMXT05.02F5,SUV,1,13,18,15,3,no
FORD F150,5.4,,,2WD,CNG,CA,SLEV,SULEV,YFMXT05.4RP5,pickup,2,N/A,N/A,N/A,N/A,no
FORD F150,4.2,6,Auto-L4,2WD,Gasoline,NF,LEV,LEV,YFMXT04.22FC,pickup,1,14,19,16,4,no
FORD F150,4.2,6,Man-5,2WD,Gasoline,NF,LEV,LEV,YFMXT04.22FC,pickup,1,15,19,16,4,no
FORD F150,4.2,6,Man-5,4WD,Gasoline,NF,LEV,LEV,YFMXT04.22FC,pickup,1,13,17,15,3,no
FORD F150,4.2,6,Auto-L4,4WD,Gasoline,NF,LEV,LEV,YFMXT04.22FC,pickup,1,14,17,15,3,no
FORD F150,4.6,8,Man-5,2WD,Gasoline,CA,LEV,LEV,YFMXA04.6HGC,pickup,1,13,19,15,3,no
FORD F150,4.6,8,Auto-L4,2WD,Gasoline,CA,LEV,LEV,YFMXA04.6HGC,pickup,1,14,19,16,4,no
FORD F150,4.6,8,Man-5,4WD,Gasoline,CA,LEV,LEV,YFMXA04.6HGC,pickup,1,13,17,14,2,no
FORD F150,4.6,8,Auto-L4,4WD,Gasoline,CA,LEV,LEV,YFMXA04.6HGC,pickup,1,13,17,15,3,no
FORD F150,5.4,8,Auto-L4,2WD,Gasoline,CA,LEV,LEV,YFMXA05.4HGC,pickup,1,13,18,15,3,no
FORD F150,5.4,8,Auto-L4,4WD,Gasoline,CA,LEV,LEV,YFMXA05.4HGC,pickup,1,12,16,14,2,no
FORD F150,5.4,,,2WD,CNG,CF,N/A*,ULEV,YFMXT05.4RP5,pickup,N/A*,N/A,N/A,N/A,N/A*,N/A*
FORD F150,5.4,,,2WD,CNG,FA+CF,ULEV,ULEV,YG9XT05.46NN,pickup,1,N/A,N/A,N/A,N/A,no
FORD F150,5.4,,,4WD,CNG,FA+CF,ULEV,ULEV,YG9XT05.46NN,pickup,1,N/A,N/A,N/A,N/A,no
FORD F150,4.2,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YFMXT04.22BF,pickup,0,14,19,16,4,no
FORD F150,4.2,6,Man-5,2WD,Gasoline,FA,T1,TIER 1,YFMXT04.22BF,pickup,0,15,19,16,4,no
FORD F150,4.2,6,Man-5,4WD,Gasoline,FA,T1,TIER 1,YFMXT04.22BF,pickup,0,13,17,15,3,no
FORD F150,4.2,6,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YFMXT04.22BF,pickup,0,14,17,15,3,no
FORD F150,4.6,8,Man-5,2WD,Gasoline,FA,T1,TIER 1,YFMXT04.65BF,pickup,0,13,19,15,3,no
FORD F150,4.6,8,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YFMXT04.65BF,pickup,0,14,19,16,4,no
FORD F150,4.6,8,Man-5,4WD,Gasoline,FA,T1,TIER 1,YFMXT04.65BF,pickup,0,13,17,14,2,no
FORD F150,4.6,8,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YFMXT04.65BF,pickup,0,13,17,15,3,no
FORD F150,5.4,,,2WD,Gasoline,FA+CF,LEV,LEV,YG9XT05.46NN,pickup,0,N/A,N/A,N/A,N/A,no
FORD F150,5.4,,,2WD,Gasoline,FA+CF,LEV,LEV,YG9XT05.46NP,pickup,0,N/A,N/A,N/A,N/A,no
FORD F150,5.4,8,Auto-L4,2WD,Gasoline,CA,LEV,LEV,YFMXT05.4RF7,pickup,0,13,18,15,3,no
FORD F150,5.4,,,4WD,Gasoline,FA+CF,LEV,LEV,YG9XT05.46NN,pickup,0,N/A,N/A,N/A,N/A,no
FORD F150,5.4,,,4WD,Gasoline,FA+CF,LEV,LEV,YG9XT05.46NP,pickup,0,N/A,N/A,N/A,N/A,no
FORD F150,5.4,8,Auto-L4,4WD,Gasoline,CA,LEV,LEV,YFMXT05.4RF7,pickup,0,12,16,14,2,no
FORD F150,5.4,8,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YFMXT05.45BF,pickup,0,13,18,15,3,no
FORD F150,5.4,8,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YFMXT05.45BF,pickup,0,12,16,14,2,no
FORD F150,5.4,8,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YFMXT05.46BF,pickup,0,13,18,15,3,no
FORD F150,5.4,8,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YFMXT05.46BF,pickup,0,12,16,14,2,no
FORD F150,5.4,,,2WD,Gasoline,CA,ULEV,ULEV,YG9XT05.46NP,pickup,0,N/A,N/A,N/A,N/A,no
FORD F150,5.4,,,4WD,Gasoline,CA,ULEV,ULEV,YG9XT05.46NP,pickup,0,N/A,N/A,N/A,N/A,no
FORD F150,5.4,,,2WD,CNG/gas,CA,ULEV,ULEV,YG9XT05.46NN,pickup,1/0,N/A,N/A,N/A,N/A,no
FORD F150,5.4,,,4WD,CNG/gas,CA,ULEV,ULEV,YG9XT05.46NN,pickup,1/0,N/A,N/A,N/A,N/A,no
FORD F250,5.4,,,2WD,Gasoline,CA,LEV,LEV,YFMXA05.4JGP,pickup,0,N/A,N/A,N/A,N/A,no
FORD F250,5.4,,,4WD,Gasoline,CA,LEV,LEV,YFMXA05.4JGP,pickup,0,N/A,N/A,N/A,N/A,no
FORD F250,6.8,,,2WD,Gasoline,CA,LEV,LEV,YFMXA06.8JGN,pickup,0,N/A,N/A,N/A,N/A,no
FORD F250,6.8,,,4WD,Gasoline,CA,LEV,LEV,YFMXA06.8JGN,pickup,0,N/A,N/A,N/A,N/A,no
FORD F350,5.4,,,2WD,Gasoline,CA,LEV,LEV,YFMXA05.4JGP,pickup,0,N/A,N/A,N/A,N/A,no
FORD F350,5.4,,,4WD,Gasoline,CA,LEV,LEV,YFMXA05.4JGP,pickup,0,N/A,N/A,N/A,N/A,no
FORD F350,6.8,,,2WD,Gasoline,CA,LEV,LEV,YFMXA06.8JGN,pickup,0,N/A,N/A,N/A,N/A,no
FORD F350,6.8,,,4WD,Gasoline,CA,LEV,LEV,YFMXA06.8JGN,pickup,0,N/A,N/A,N/A,N/A,no
FORD Focus,2,4,Auto-L4,2WD,Gasoline,NF,LEV,LEV,YFMXV02.0VF3,small car,2,22,29,25,7,no
FORD Focus,2,4,Man-5,2WD,Gasoline,NF,LEV,LEV,YFMXV02.0VF3,small car,2,22,31,25,7,no
FORD Focus,2,4,Auto-L4,2WD,Gasoline,NF,LEV,LEV,YFMXV02.0VF2,small car,2,23,30,26,8,no
FORD Focus,2,4,Man-5,2WD,Gasoline,NF,LEV,LEV,YFMXV02.0VF2,small car,2,24,32,27,8,no
FORD Focus Station Wagon,2,4,Auto-L4,2WD,Gasoline,NF,LEV,LEV,YFMXV02.0VF3,station wagon,2,22,29,25,7,no
FORD Focus Station Wagon,2,4,Auto-L4,2WD,Gasoline,NF,LEV,LEV,YFMXV02.0VF2,station wagon,2,23,30,26,8,no
FORD Mustang,3.8,6,Man-5,2WD,Gasoline,CL,LEV,LEV,YFMXV03.8VF5,small car,2,17,26,21,6,no
FORD Mustang,3.8,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YFMXV03.8VF5,small car,2,18,25,20,6,no
FORD Mustang,4.6,8,Man-5,2WD,Gasoline,CE,TLEV,TLEV,YFMXV04.6VDN,small car,1,15,23,18,5,no
FORD Mustang,4.6,8,Auto-L4,2WD,Gasoline,CE,TLEV,TLEV,YFMXV04.6VDN,small car,1,16,22,18,5,no
FORD Mustang,3.8,6,Man-5,2WD,Gasoline,FA,T1,TIER 1,YFMXV03.8VBG,small car,0,17,26,21,6,no
FORD Mustang,3.8,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YFMXV03.8VBG,small car,0,18,25,20,6,no
FORD Mustang,4.6,8,Man-5,2WD,Gasoline,CL,T1,TIER 1,YFMXV04.6VB4,small car,0,15,23,18,5,no
FORD Mustang,4.6,8,Man-5,2WD,Gasoline,FA,T1,TIER 1,YFMXV04.6VBF,small car,0,15,23,18,5,no
FORD Mustang,4.6,8,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YFMXV04.6VBF,small car,0,16,22,18,5,no
FORD Mustang,5.4,8,Man-6,2WD,Gasoline,FA,T1,TIER 1,YFMXV05.4VBA,small car,0,12,17,14,2,no
FORD Ranger,2.5,4,Auto-L4,2WD,Gasoline,NF,LEV,LEV,YFMXT02.51FC,pickup,2,18,23,20,6,no
FORD Ranger,4,6,Auto-L5,2WD,Gasoline,NF,LEV,LEV,YFMXT04.01F5,pickup,2,14,19,16,4,no
FORD Ranger,2.5,4,Man-5,2WD,Gasoline,CE,TLEV,TLEV,YFMXT02.51DC,pickup,1,20,24,22,6,no
FORD Ranger,4,6,Auto-L5,2WD,Gasoline,NF,LEV,LEV,YFMXT04.02F2,pickup,1,14,19,16,4,no
FORD Ranger,4,6,Auto-L5,4WD,Gasoline,NF,LEV,LEV,YFMXT04.02F2,pickup,1,14,17,15,3,no
FORD Ranger,4,6,Man-5,2WD,Gasoline,CE,TLEV,TLEV,YFMXT04.01DC,pickup,1,16,21,18,5,no
FORD Ranger,4,6,Man-5,2WD,Gasoline,CE,TLEV,TLEV,YFMXT04.02DN,pickup,1,16,21,18,5,no
FORD Ranger,4,6,Man-5,4WD,Gasoline,CE,TLEV,TLEV,YFMXT04.02DN,pickup,1,15,19,16,4,no
FORD Ranger,2.5,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YFMXT02.51BA,pickup,0,18,23,20,6,no
FORD Ranger,2.5,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YFMXT02.51BA,pickup,0,20,24,22,6,no
FORD Ranger,4,6,Auto-L5,2WD,Gasoline,FA,T1,TIER 1,YFMXT04.01BA,pickup,0,14,19,16,4,no
FORD Ranger,4,6,Man-5,2WD,Gasoline,FA,T1,TIER 1,YFMXT04.01BA,pickup,0,16,21,18,5,no
FORD Ranger,4,6,Auto-L5,2WD,Gasoline,FA,T1,TIER 1,YFMXT04.02BD,pickup,0,14,19,16,4,no
FORD Ranger,4,6,Man-5,2WD,Gasoline,FA,T1,TIER 1,YFMXT04.02BD,pickup,0,16,21,18,5,no
FORD Ranger,4,6,Auto-L5,4WD,Gasoline,FA,T1,TIER 1,YFMXT04.02BD,pickup,0,14,17,15,3,no
FORD Ranger,4,6,Man-5,4WD,Gasoline,FA,T1,TIER 1,YFMXT04.02BD,pickup,0,15,19,16,4,no
FORD Ranger FFV,3,6,Auto-L4,2WD,ethanol/gas,CE,TLEV,TLEV,YFMXT03.02D5,pickup,1/1,11/15,15/20,12/17,3/4,no
FORD Ranger FFV,3,6,Man-5,2WD,ethanol/gas,CE,TLEV,TLEV,YFMXT03.02D5,pickup,1/1,12/16,16/21,13/18,4/5,no
FORD Ranger FFV,3,6,Auto-L4,4WD,ethanol/gas,CE,TLEV,TLEV,YFMXT03.02D5,pickup,1/1,10/14,13/18,11/15,5/3,no
FORD Ranger FFV,3,6,Man-5,4WD,Gasoline,CE,TLEV,TLEV,YFMXT03.02D5,pickup,1,15,20,17,4,no
FORD Ranger FFV,3,6,Auto-L4,2WD,ethanol/gas,FA,T1,TIER 1,YFMXT03.01BA,pickup,0,11/15,15/20,12/17,3/4,no
FORD Ranger FFV,3,6,Auto-L4,2WD,ethanol/gas,FA,T1,TIER 1,YFMXT03.02BB,pickup,0,11/15,15/20,12/17,3/4,no
FORD Ranger FFV,3,6,Man-5,2WD,ethanol/gas,FA,T1,TIER 1,YFMXT03.01BA,pickup,0,12/16,16/21,13/18,4/5,no
FORD Ranger FFV,3,6,Man-5,2WD,ethanol/gas,FA,T1,TIER 1,YFMXT03.02BB,pickup,0,12/16,16/21,13/18,4/5,no
