Model,Displ,Cyl,Trans,Drive,Fuel,Sales Area,Stnd,Stnd Description,Underhood ID,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay
PONTIAC Grand Prix,3.8,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXV03.8042,midsize car,0,17,27,21,6,no
PONTIAC Montana,3.4,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YGMXT03.4142,minivan,1,17,24,19,5,no
PONTIAC Montana,3.4,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXT03.4141,minivan,0,17,24,19,5,no
PONTIAC Sunfire,2.4,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YGMXV02.4022,small car,2,19,28,23,7,no
PONTIAC Sunfire,2.4,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YGMXV02.4022,small car,2,20,30,24,7,no
PONTIAC Sunfire,2.2,4,Man-5,2WD,Gasoline,CL,TLEV,TLEV,YGMXX02.2023,small car,1,21,31,24,7,no
PONTIAC Sunfire,2.2,4,Auto-L3,2WD,Gasoline,FA,T1,TIER 1,YGMXX02.4021,small car,0,20,26,22,6,no
PONTIAC Sunfire,2.2,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXX02.4021,small car,0,20,29,23,7,no
PONTIAC Sunfire,2.2,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YGMXX02.4021,small car,0,21,31,24,7,no
PONTIAC Sunfire,2.4,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXX02.4021,small car,0,19,28,23,7,no
PONTIAC Sunfire,2.4,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YGMXX02.4021,small car,0,20,30,24,7,no
PONTIAC Trans Am,5.7,8,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YGMXV05.7083,small car,2,15,23,18,5,no
PONTIAC Trans Am,5.7,8,Man-6,2WD,Gasoline,CL,LEV,LEV,YGMXV05.7083,small car,2,16,25,19,5,no
PONTIAC Trans Am,3.8,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXV03.8042,small car,0,17,26,20,6,no
PONTIAC Trans Am,3.8,6,Man-5,2WD,Gasoline,FA,T1,TIER 1,YGMXV03.8042,small car,0,17,28,21,6,no
PONTIAC Trans Am,5.7,8,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXV05.7081,small car,0,15,23,18,5,no
PONTIAC Trans Am,5.7,8,Man-6,2WD,Gasoline,FA,T1,TIER 1,YGMXV05.7081,small car,0,16,25,19,5,no
PORSCHE 911 Carrera,3.4,6,Auto-5,4WD,Gasoline,CA,LEV,LEV,YPRXV03.4996,small car,2,15,22,17,4,no
PORSCHE 911 Carrera,3.4,6,Man-6,4WD,Gasoline,CA,LEV,LEV,YPRXV03.4996,small car,2,15,22,17,4,no
PORSCHE 911 Carrera,3.4,6,Auto-5,2WD,Gasoline,CA,LEV,LEV,YPRXV03.4996,small car,2,15,23,18,5,no
PORSCHE 911 Carrera,3.4,6,Man-6,2WD,Gasoline,CA,LEV,LEV,YPRXV03.4996,small car,2,15,23,18,5,no
PORSCHE 911 Carrera,3.4,6,Auto-5,4WD,Gasoline,FA,T1,TIER 1,YPRXV03.4996,small car,0,15,22,17,4,no
PORSCHE 911 Carrera,3.4,6,Man-6,4WD,Gasoline,FA,T1,TIER 1,YPRXV03.4996,small car,0,15,22,17,4,no
PORSCHE 911 Carrera,3.4,6,Auto-5,2WD,Gasoline,FA,T1,TIER 1,YPRXV03.4996,small car,0,15,23,18,5,no
PORSCHE 911 Carrera,3.4,6,Man-6,2WD,Gasoline,FA,T1,TIER 1,YPRXV03.4996,small car,0,15,23,18,5,no
PORSCHE Boxster,2.7,6,Auto-5,2WD,Gasoline,CA,LEV,LEV,YPRXV03.4996,small car,2,16,23,18,5,no
PORSCHE Boxster,2.7,6,Man-5,2WD,Gasoline,CA,LEV,LEV,YPRXV03.4996,small car,2,17,25,20,6,no
PORSCHE Boxster,2.7,6,Auto-5,2WD,Gasoline,FA,T1,TIER 1,YPRXV03.4996,small car,0,16,23,18,5,no
PORSCHE Boxster,2.7,6,Man-5,2WD,Gasoline,FA,T1,TIER 1,YPRXV03.4996,small car,0,17,25,20,6,no
PORSCHE Boxster S,3.2,6,Auto-5,2WD,Gasoline,CA,LEV,LEV,YPRXV03.4996,small car,2,15,22,17,4,no
PORSCHE Boxster S,3.2,6,Man-6,2WD,Gasoline,CA,LEV,LEV,YPRXV03.4996,small car,2,16,23,18,5,no
PORSCHE Boxster S,3.2,6,Auto-5,2WD,Gasoline,FA,T1,TIER 1,YPRXV03.4996,small car,0,15,22,17,4,no
PORSCHE Boxster S,3.2,6,Man-6,2WD,Gasoline,FA,T1,TIER 1,YPRXV03.4996,small car,0,16,23,18,5,no
QVALE Detomaso Mangusta,4.6,8,Man-5,2WD,Gasoline,CL,T1,TIER 1,YQAGV04.6BHQ,small car,0,17,28,21,6,no
ROLLS-ROYCE Corniche,6.7,8,Auto-L4,2WD,Gasoline,CL,T1,TIER 1,YRRXV06.7TUR,small car,0,10,15,12,0,no
SAAB 9-3,2,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YSAXV02.3TV2,midsize car,2,17,24,20,6,no
SAAB 9-3,2,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YSAXV02.3TV2,midsize car,2,18,23,20,6,no
SAAB 9-3,2,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YSAXV02.3TV2,midsize car,2,19,27,22,6,no
SAAB 9-3,2,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YSAXV02.3TV2,midsize car,2,19,27,22,6,no
SAAB 9-3 Convertible,2,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YSAXV02.3TV2,small car,2,17,24,20,6,no
SAAB 9-3 Convertible,2,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YSAXV02.3TV2,small car,2,18,23,20,6,no
SAAB 9-3 Convertible,2,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YSAXV02.3TV2,small car,2,19,27,22,6,no
SAAB 9-3 Convertible,2,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YSAXV02.3TV2,small car,2,19,27,22,6,no
SAAB 9-3 Viggen,2.3,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YSAXV02.3TV2,midsize car,2,18,27,21,6,no
SAAB 9-3 Viggen Convertible,2.3,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YSAXV02.3TV2,small car,2,18,27,21,6,no
SAAB 9-5,2.3,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YSAXV02.3TV2,midsize car,2,16,22,19,5,no
SAAB 9-5,2.3,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YSAXV02.3TV2,midsize car,2,17,25,20,6,no
SAAB 9-5,2.3,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YSAXV02.3TV2,midsize car,2,18,25,20,6,no
SAAB 9-5,2.3,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YSAXV02.3TV2,midsize car,2,18,27,21,6,no
SAAB 9-5,3,6,Auto-L4,2WD,Gasoline,CL,T1,TIER 1,YSAXV03.0TE1,midsize car,0,16,24,19,5,no
SAAB 9-5 Wagon,2.3,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YSAXV02.3TV2,station wagon,2,17,24,19,5,no
SAAB 9-5 Wagon,2.3,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YSAXV02.3TV2,station wagon,2,17,25,20,6,no
SAAB 9-5 Wagon,2.3,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YSAXV02.3TV2,station wagon,2,17,25,20,6,no
SAAB 9-5 Wagon,2.3,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YSAXV02.3TV2,station wagon,2,18,26,21,6,no
SAAB 9-5 Wagon,3,6,Auto-L4,2WD,Gasoline,CL,T1,TIER 1,YSAXV03.0TE1,station wagon,0,17,24,19,5,no
SATURN LS,2.2,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YGMXV02.4022,midsize car,2,20,29,23,7,no
SATURN LS,3,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YGMXV03.0061,midsize car,2,18,24,20,6,no
SATURN LS,2.2,4,Man-5,2WD,Gasoline,CL,TLEV,TLEV,YGMXX02.2023,midsize car,1,21,30,24,7,no
SATURN LS,2.2,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXX02.4021,midsize car,0,20,29,23,7,no
SATURN LS,2.2,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YGMXX02.4021,midsize car,0,21,30,24,7,no
SATURN LS,3,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXV03.0062,midsize car,0,18,24,20,6,no
SATURN LW,2.2,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YGMXV02.4022,station wagon,2,19,28,23,7,no
SATURN LW,3,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YGMXV03.0061,station wagon,2,18,24,20,6,no
SATURN LW,2.2,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXX02.4021,station wagon,0,19,28,23,7,no
SATURN LW,3,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXV03.0062,station wagon,0,18,24,20,6,no
SATURN SC,1.9,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YGMXV01.9002,small car,2,22,32,26,8,no
SATURN SC,1.9,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YGMXV01.9002,small car,2,23,33,27,8,no
SATURN SC,1.9,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YGMXV01.9002,small car,2,23,34,27,8,no
SATURN SC,1.9,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YGMXV01.9002,small car,2,25,36,29,8,no
SATURN SC,1.9,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXV01.9001,small car,0,22,32,26,8,no
SATURN SC,1.9,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXV01.9001,small car,0,23,33,27,8,no
SATURN SC,1.9,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YGMXV01.9001,small car,0,23,34,27,8,no
SATURN SC,1.9,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YGMXV01.9001,small car,0,25,36,29,8,no
SATURN SL,1.9,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YGMXV01.9002,small car,2,22,32,26,8,no
SATURN SL,1.9,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YGMXV01.9002,small car,2,23,34,27,8,no
SATURN SL,1.9,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YGMXV01.9002,small car,2,23,34,27,8,no
SATURN SL,1.9,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YGMXV01.9002,small car,2,25,36,29,8,no
SATURN SL,1.9,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXV01.9001,small car,0,22,32,26,8,no
SATURN SL,1.9,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXV01.9001,small car,0,23,34,27,8,no
SATURN SL,1.9,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YGMXV01.9001,small car,0,23,34,27,8,no
SATURN SL,1.9,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YGMXV01.9001,small car,0,25,36,29,8,no
SATURN SW,1.9,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YGMXV01.9002,station wagon,2,22,32,26,8,no
SATURN SW,1.9,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YGMXV01.9002,station wagon,2,23,33,27,8,no
SATURN SW,1.9,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YGMXV01.9002,station wagon,2,23,34,27,8,no
SATURN SW,1.9,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXV01.9001,station wagon,0,22,32,26,8,no
SATURN SW,1.9,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXV01.9001,station wagon,0,23,33,27,8,no
SATURN SW,1.9,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YGMXV01.9001,station wagon,0,23,34,27,8,no
SUBARU Forester,2.5,4,Auto-L4,4WD,Gasoline,CL,LEV,LEV,YFJXV02.5JEH,SUV,2,19,25,21,6,no
SUBARU Forester,2.5,4,Man-5,4WD,Gasoline,CL,LEV,LEV,YFJXV02.5JEH,SUV,2,19,25,21,6,no
SUBARU Impreza,2.5,4,Man-5,4WD,Gasoline,CL,LEV,LEV,YFJXV02.5JEH,small car,2,18,25,21,6,no
SUBARU Impreza,2.5,4,Auto-L4,4WD,Gasoline,CL,LEV,LEV,YFJXV02.5JEH,small car,2,20,26,22,6,no
SUBARU Legacy,2.5,4,Auto-L4,4WD,Gasoline,CL,LEV,LEV,YFJXV02.5JEH,small car,2,19,25,21,6,no
SUBARU Legacy,2.5,4,Man-5,4WD,Gasoline,CL,LEV,LEV,YFJXV02.5JEH,small car,2,19,25,21,6,no
SUBARU Legacy Wagon,2.5,4,Auto-L4,4WD,Gasoline,CL,LEV,LEV,YFJXV02.5JEH,station wagon,2,19,25,21,6,no
SUBARU Legacy Wagon,2.5,4,Man-5,4WD,Gasoline,CL,LEV,LEV,YFJXV02.5JEH,station wagon,2,19,25,21,6,no
SUZUKI Esteem,1.8,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YSKXV1.84LHS,small car,2,23,30,26,8,no
SUZUKI Esteem,1.8,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YSKXV1.84LHS,small car,2,24,32,27,8,no
SUZUKI Esteem,1.6,4,Auto-L4,2WD,Gasoline,CA,TLEV,TLEV,YSKXV1.59TNS,small car,1,24,31,26,8,no
SUZUKI Esteem,1.6,4,Man-5,2WD,Gasoline,CA,TLEV,TLEV,YSKXV1.59TNS,small car,1,26,33,29,8,no
SUZUKI Esteem,1.6,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YSKXV1.59TNS,small car,0,24,31,26,8,no
SUZUKI Esteem,1.6,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YSKXV1.59TNS,small car,0,26,33,29,8,no
SUZUKI Esteem Wagon,1.8,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YSKXV1.84LHS,station wagon,2,23,30,26,8,no
SUZUKI Esteem Wagon,1.8,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YSKXV1.84LHS,station wagon,2,24,31,26,8,no
SUZUKI Esteem Wagon,1.6,4,Auto-L4,2WD,Gasoline,CA,TLEV,TLEV,YSKXV1.59TNS,station wagon,1,23,30,25,7,no
SUZUKI Esteem Wagon,1.6,4,Man-5,2WD,Gasoline,CA,TLEV,TLEV,YSKXV1.59TNS,station wagon,1,25,33,28,8,no
SUZUKI Esteem Wagon,1.6,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YSKXV1.59TNS,station wagon,0,23,30,25,7,no
SUZUKI Esteem Wagon,1.6,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YSKXV1.59TNS,station wagon,0,25,33,28,8,no
SUZUKI Grand Vitara,2.5,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YSKXT2.49LHA,SUV,2,17,19,18,5,no
SUZUKI Grand Vitara,2.5,6,Man-5,2WD,Gasoline,CL,LEV,LEV,YSKXT2.49LHA,SUV,2,17,20,18,5,no
SUZUKI Grand Vitara,2.5,6,Auto-L4,4WD,Gasoline,CL,LEV,LEV,YSKXT2.49LHA,SUV,2,16,19,17,4,no
SUZUKI Grand Vitara,2.5,6,Man-5,4WD,Gasoline,CL,LEV,LEV,YSKXT2.49LHA,SUV,2,17,20,18,5,no
SUZUKI Swift,1.3,4,Auto-3,2WD,Gasoline,CL,LEV,LEV,YSKXV1.30LNA,small car,2,26,31,28,8,no
SUZUKI Swift,1.3,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YSKXV1.30LNA,small car,2,31,38,34,9,no
SUZUKI Swift,1.3,4,Auto-3,2WD,Gasoline,FA,T1,TIER 1,YSKXV1.30CNA,small car,0,26,31,28,8,no
SUZUKI Swift,1.3,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YSKXV1.30CNA,small car,0,31,38,34,9,no
SUZUKI Vitara,2,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YSKXT2.00LMA,SUV,2,19,23,21,6,no
SUZUKI Vitara,2,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YSKXT2.00LMA,SUV,2,20,23,21,6,no
SUZUKI Vitara,2,4,Man-5,4WD,Gasoline,CL,LEV,LEV,YSKXT2.00LMA,SUV,2,19,23,21,6,no
SUZUKI Vitara,2,4,Auto-L4,4WD,Gasoline,CL,LEV,LEV,YSKXT2.00LMA,SUV,2,20,23,21,6,no
SUZUKI Vitara,2,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YSKXT2.00CMA,SUV,0,19,23,21,6,no
SUZUKI Vitara,2,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YSKXT2.00CMA,SUV,0,20,23,21,6,no
SUZUKI Vitara,2,4,Man-5,4WD,Gasoline,FA,T1,TIER 1,YSKXT2.00CMA,SUV,0,19,23,21,6,no
SUZUKI Vitara,2,4,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YSKXT2.00CMA,SUV,0,20,23,21,6,no
SUZUKI Vitara Convertible,1.6,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YSKXT1.59LMA,SUV,2,22,25,23,7,no
SUZUKI Vitara Convertible,1.6,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YSKXT1.59LMA,SUV,2,22,26,24,7,no
SUZUKI Vitara Convertible,1.6,4,Auto-L4,4WD,Gasoline,CL,LEV,LEV,YSKXT1.59LMA,SUV,2,21,24,22,6,no
SUZUKI Vitara Convertible,1.6,4,Man-5,4WD,Gasoline,CL,LEV,LEV,YSKXT1.59LMA,SUV,2,22,25,23,7,no
SUZUKI Vitara Convertible,2,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YSKXT2.00LMA,SUV,2,20,22,21,6,no
SUZUKI Vitara Convertible,2,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YSKXT2.00LMA,SUV,2,20,23,21,6,no
SUZUKI Vitara Convertible,2,4,Man-5,4WD,Gasoline,CL,LEV,LEV,YSKXT2.00LMA,SUV,2,20,22,21,6,no
SUZUKI Vitara Convertible,2,4,Auto-L4,4WD,Gasoline,CL,LEV,LEV,YSKXT2.00LMA,SUV,2,20,23,21,6,no
SUZUKI Vitara Convertible,1.6,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YSKXT1.59CMC,SUV,0,22,25,23,7,no
SUZUKI Vitara Convertible,1.6,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YSKXT1.59CMC,SUV,0,22,26,24,7,no
SUZUKI Vitara Convertible,1.6,4,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YSKXT1.59CMC,SUV,0,21,24,22,6,no
SUZUKI Vitara Convertible,1.6,4,Man-5,4WD,Gasoline,FA,T1,TIER 1,YSKXT1.59CMC,SUV,0,22,25,23,7,no
SUZUKI Vitara Convertible,2,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YSKXT2.00CMA,SUV,0,20,22,21,6,no
SUZUKI Vitara Convertible,2,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YSKXT2.00CMA,SUV,0,20,23,21,6,no
SUZUKI Vitara Convertible,2,4,Man-5,4WD,Gasoline,FA,T1,TIER 1,YSKXT2.00CMA,SUV,0,20,22,21,6,no
SUZUKI Vitara Convertible,2,4,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YSKXT2.00CMA,SUV,0,20,23,21,6,no
TOYOTA 4Runner,2.7,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YTYXT02.7FFR,SUV,1,16,21,18,5,no
TOYOTA 4Runner,2.7,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YTYXT02.7FFR,SUV,1,17,22,19,5,no
TOYOTA 4Runner,2.7,4,Man-5,4WD,Gasoline,CL,LEV,LEV,YTYXT02.7FFR,SUV,1,15,19,17,4,no
TOYOTA 4Runner,2.7,4,Auto-L4,4WD,Gasoline,CL,LEV,LEV,YTYXT02.7FFR,SUV,1,17,20,18,5,no
TOYOTA 4Runner,3.4,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YTYXT03.4FFR,SUV,1,16,19,17,4,no
TOYOTA 4Runner,3.4,6,Man-5,4WD,Gasoline,CL,LEV,LEV,YTYXT03.4FFR,SUV,1,15,18,16,4,no
TOYOTA 4Runner,3.4,6,Auto-L4,4WD,Gasoline,CL,LEV,LEV,YTYXT03.4FFR,SUV,1,15,18,16,4,no
TOYOTA 4Runner,2.7,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YTYXT02.7XBP,SUV,0,16,21,18,5,no
TOYOTA 4Runner,2.7,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YTYXT02.7XBP,SUV,0,17,22,19,5,no
TOYOTA 4Runner,2.7,4,Man-5,4WD,Gasoline,FA,T1,TIER 1,YTYXT02.7XBP,SUV,0,15,19,17,4,no
TOYOTA 4Runner,2.7,4,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YTYXT02.7XBP,SUV,0,17,20,18,5,no
TOYOTA 4Runner,3.4,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YTYXT03.4XBP,SUV,0,16,19,17,4,no
TOYOTA 4Runner,3.4,6,Man-5,4WD,Gasoline,FA,T1,TIER 1,YTYXT03.4XBP,SUV,0,15,18,16,4,no
TOYOTA 4Runner,3.4,6,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YTYXT03.4XBP,SUV,0,15,18,16,4,no
TOYOTA Avalon,3,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YTYXV03.0FFC,large car,2,19,27,22,6,no
TOYOTA Camry,2.2,4,Auto-L4,2WD,Gasoline,CL,ULEV,ULEV,YTYXV02.2JJB,midsize car,3,20,28,23,7,no
TOYOTA Camry,2.2,4,Man-5,2WD,Gasoline,CL,ULEV,ULEV,YTYXV02.2JJB,midsize car,3,21,29,24,7,no
TOYOTA Camry,2.2,4,Auto-L4,2WD,CNG,NF,ULEV,ULEV,YTYXV02.2PPA,small car,3,19,28,22,8,no
TOYOTA Camry,3,6,Auto-L4,2WD,Gasoline,CA,LEV,LEV,YTYXV03.0FXB,midsize car,2,17,25,20,6,no
TOYOTA Camry,2.2,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YTYXV02.2XBA,midsize car,0,20,28,23,7,no
TOYOTA Camry,2.2,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YTYXV02.2XBA,midsize car,0,21,29,24,7,no
TOYOTA Camry,3,6,Auto-L4,2WD,Gasoline,CL,T1,TIER 1,YTYXV03.0BBA,midsize car,0,17,25,20,6,no
TOYOTA Camry,3,6,Man-5,2WD,Gasoline,CL,T1,TIER 1,YTYXV03.0BBA,midsize car,0,18,26,21,6,no
TOYOTA Celica,1.8,4,Auto-L4,2WD,Gasoline,CL,TLEV,TLEV,YTYXV01.8DDC,small car,1,20,27,23,7,no
TOYOTA Celica,1.8,4,Man-6,2WD,Gasoline,CL,TLEV,TLEV,YTYXV01.8DDC,small car,1,20,29,23,7,no
TOYOTA Celica,1.8,4,Auto-L4,2WD,Gasoline,CL,TLEV,TLEV,YTYXV01.8DDB,small car,1,23,31,26,8,no
TOYOTA Celica,1.8,4,Man-5,2WD,Gasoline,CL,TLEV,TLEV,YTYXV01.8DDB,small car,1,24,31,27,8,no
TOYOTA Corolla,1.8,4,Auto-L3,2WD,Gasoline,CL,LEV,LEV,YTYXV01.8FFA,small car,2,24,29,26,8,no
TOYOTA Corolla,1.8,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YTYXV01.8FFA,small car,2,25,34,28,8,no
TOYOTA Corolla,1.8,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YTYXV01.8FFA,small car,2,27,34,30,8,no
TOYOTA Echo,1.5,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YTYXV01.5FFA,small car,2,26,34,30,8,no
TOYOTA Echo,1.5,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YTYXV01.5FFA,small car,2,29,37,32,9,no
TOYOTA Land Cruiser,4.7,6,Auto-L4,4WD,Gasoline,CA,LEV,LEV,YTYXT04.7GBX,SUV,0,12,15,13,1,no
TOYOTA Land Cruiser,4.7,6,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YTYXT04.7GBX,SUV,0,12,15,13,1,no
TOYOTA MR2,1.8,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YTYXV01.8FFD,small car,2,22,27,24,7,no
TOYOTA RAV4,2,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YTYXT02.0FFJ,SUV,2,21,26,23,7,no
TOYOTA RAV4,2,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YTYXT02.0FFJ,SUV,2,21,27,23,7,no
TOYOTA RAV4,2,4,Man-5,4WD,Gasoline,CL,LEV,LEV,YTYXT02.0FFJ,SUV,2,19,23,21,6,no
TOYOTA RAV4,2,4,Auto-L4,4WD,Gasoline,CL,LEV,LEV,YTYXT02.0FFJ,SUV,2,19,24,21,6,no
TOYOTA RAV4,2,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YTYXT02.0XBH,SUV,0,21,26,23,7,no
TOYOTA RAV4,2,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YTYXT02.0XBH,SUV,0,21,27,23,7,no
TOYOTA RAV4,2,4,Man-5,4WD,Gasoline,FA,T1,TIER 1,YTYXT02.0XBH,SUV,0,19,23,21,6,no
TOYOTA RAV4,2,4,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YTYXT02.0XBH,SUV,0,19,24,21,6,no
TOYOTA Sienna,3,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YTYXT03.0FFS,minivan,1,16,22,19,5,no
TOYOTA Sienna,3,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YTYXT03.0XBP,minivan,0,16,22,19,5,no
TOYOTA Solara,2.2,4,Auto-L4,2WD,Gasoline,CL,ULEV,ULEV,YTYXV02.2JJB,small car,3,20,28,23,7,no
TOYOTA Solara,2.2,4,Man-5,2WD,Gasoline,CL,ULEV,ULEV,YTYXV02.2JJB,small car,3,21,29,24,7,no
TOYOTA Solara,3,6,Auto-L4,2WD,Gasoline,CA,LEV,LEV,YTYXV03.0FXB,small car,2,17,25,20,6,no
TOYOTA Solara,2.2,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YTYXV02.2XBA,small car,0,20,28,23,7,no
TOYOTA Solara,2.2,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YTYXV02.2XBA,small car,0,21,29,24,7,no
TOYOTA Solara,3,6,Auto-L4,2WD,Gasoline,CL,T1,TIER 1,YTYXV03.0BBA,small car,0,17,25,20,6,no
TOYOTA Solara,3,6,Man-5,2WD,Gasoline,CL,T1,TIER 1,YTYXV03.0BBA,small car,0,18,26,21,6,no
TOYOTA Solara Convertible,2.2,4,Auto-L4,2WD,Gasoline,CL,ULEV,ULEV,YTYXV02.2JJB,small car,3,20,28,23,7,no
TOYOTA Solara Convertible,3,6,Auto-L4,2WD,Gasoline,CA,LEV,LEV,YTYXV03.0FXB,small car,2,17,24,19,5,no
TOYOTA Solara Convertible,3,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YTYXV03.0BBA,small car,0,17,24,19,5,no
